ID_Voo,Data_Partida,Origem,Destino,Duracao_Horas,Preco_Economica,Preco_Executiva,Preco_Premium,Temporada,Antecedencia_Dias,Lotacao_Media,Companhia,Tipo_Tarifa
4235,2024-02-15,VIX,BSB,1.4,222.66,333.99,0,Alta,15,88%,SkyFast Airlines,Promocional
4236,2023-07-11,POA,GIG,1.6,294.81,442.22,0,Alta,40,92%,SkyFast Airlines,Promocional
4237,2019-04-10,FOR,CWB,2.0,263.67,395.5,0,Normal,12,92%,SkyFast Airlines,Standard
4238,2022-10-22,FOR,POA,2.9,329.77,593.59,0,Normal,54,88%,SkyFast Airlines,Promocional
4239,2024-04-10,CWB,CGH,2.3,213.2,319.8,0,Normal,18,94%,SkyFast Airlines,Promocional
4240,2024-02-06,GIG,SSA,1.6,159.48,239.22,0,Alta,55,87%,SkyFast Airlines,Flex
4241,2023-11-27,SDU,REC,1.3,226.69,340.03,0,Normal,55,92%,SkyFast Airlines,Flex
4242,2019-02-23,BSB,SDU,3.2,497.45,746.17,0,Alta,32,95%,SkyFast Airlines,Standard
4243,2020-01-03,VIX,CGH,3.5,389.33,584.0,0,Alta,27,64%,SkyFast Airlines,Promocional
4244,2024-12-05,GRU,SDU,2.9,348.34,627.01,0,Alta,16,92%,SkyFast Airlines,Promocional
4245,2019-04-17,CGH,POA,2.0,350.53,525.79,0,Normal,23,91%,SkyFast Airlines,Promocional
4246,2024-04-28,SSA,REC,1.4,134.03,201.05,0,Normal,51,88%,SkyFast Airlines,Flex
4247,2023-07-25,SDU,REC,3.4,675.95,1013.93,0,Alta,56,94%,SkyFast Airlines,Promocional
4248,2022-06-03,CWB,SDU,3.0,479.99,719.99,0,Normal,57,89%,SkyFast Airlines,Promocional
4249,2019-12-02,SDU,FLN,1.1,183.12,274.68,0,Alta,28,89%,SkyFast Airlines,Flex
4250,2021-08-05,VIX,FOR,2.4,257.3,385.95,0,Normal,45,88%,SkyFast Airlines,Flex
4251,2023-04-22,VIX,SDU,1.5,245.16,367.74,0,Normal,4,95%,SkyFast Airlines,Standard
4252,2023-10-12,CGH,VIX,2.9,461.56,692.34,0,Normal,2,85%,SkyFast Airlines,Flex
4253,2023-10-11,FOR,GIG,1.3,142.1,255.78,0,Normal,39,89%,SkyFast Airlines,Standard
4254,2021-11-20,POA,REC,2.4,234.6,351.9,0,Normal,16,76%,SkyFast Airlines,Flex
4255,2023-10-11,CNF,VIX,2.0,349.09,628.36,0,Normal,23,94%,SkyFast Airlines,Promocional
4256,2024-03-24,VIX,REC,1.1,160.12,240.18,0,Normal,42,89%,SkyFast Airlines,Flex
4257,2022-02-16,REC,CWB,2.0,493.81,888.86,0,Alta,18,89%,SkyFast Airlines,Flex
4258,2021-07-20,CGH,REC,1.1,178.58,321.44,0,Alta,53,80%,SkyFast Airlines,Flex
4259,2023-05-02,SDU,CGH,1.8,164.77,247.16,0,Normal,2,93%,SkyFast Airlines,Standard
4260,2024-04-05,GRU,SSA,2.6,298.64,447.96,0,Normal,27,91%,SkyFast Airlines,Flex
4261,2024-11-03,POA,REC,3.5,599.12,898.68,0,Normal,53,93%,SkyFast Airlines,Standard
4262,2022-03-21,GRU,SSA,3.4,384.84,692.71,0,Normal,52,90%,SkyFast Airlines,Standard
4263,2022-01-23,CGH,FLN,3.3,489.44,734.16,0,Alta,50,94%,SkyFast Airlines,Flex
4264,2023-04-28,CNF,SDU,2.6,278.88,418.32,0,Normal,45,90%,SkyFast Airlines,Flex
4265,2024-04-03,CWB,FLN,3.2,488.62,732.93,0,Normal,24,90%,SkyFast Airlines,Promocional
4266,2022-05-14,SDU,VIX,1.7,289.7,434.55,0,Normal,24,86%,SkyFast Airlines,Standard
4267,2023-02-20,GIG,FLN,2.0,394.89,592.34,0,Alta,21,91%,SkyFast Airlines,Standard
4268,2023-09-24,CNF,CGH,1.0,173.3,259.95,0,Normal,14,85%,SkyFast Airlines,Flex
4269,2023-07-01,SDU,GIG,3.4,698.96,1048.44,0,Alta,9,94%,SkyFast Airlines,Promocional
4270,2019-03-22,SSA,SDU,2.2,195.61,293.42,0,Normal,58,88%,SkyFast Airlines,Flex
4271,2023-07-22,POA,CGH,3.4,553.66,830.49,0,Alta,42,92%,SkyFast Airlines,Standard
4272,2022-09-15,CWB,BSB,1.0,176.52,264.78,0,Normal,54,87%,SkyFast Airlines,Standard
4273,2021-06-14,FLN,CGH,3.0,259.28,466.7,0,Normal,11,80%,SkyFast Airlines,Standard
4274,2023-01-26,SDU,GIG,1.3,223.22,334.83,0,Alta,41,91%,SkyFast Airlines,Flex
4275,2022-07-27,POA,SDU,3.3,389.98,584.97,0,Alta,35,87%,SkyFast Airlines,Promocional
4276,2021-03-03,SSA,POA,1.7,255.23,382.84,0,Normal,19,76%,SkyFast Airlines,Standard
4277,2022-09-03,CNF,FOR,2.5,471.32,848.38,0,Normal,14,94%,SkyFast Airlines,Standard
4278,2024-03-14,SDU,SSA,1.0,113.9,205.02,0,Normal,56,89%,SkyFast Airlines,Flex
4279,2022-07-18,SDU,CNF,1.8,334.35,601.83,0,Alta,37,91%,SkyFast Airlines,Standard
4280,2021-01-13,CNF,GRU,3.4,574.19,861.29,0,Alta,21,85%,SkyFast Airlines,Standard
4281,2023-01-28,REC,CNF,1.8,429.35,644.03,0,Alta,4,89%,SkyFast Airlines,Promocional
4282,2024-04-07,FLN,GRU,2.4,191.34,287.01,0,Normal,4,95%,SkyFast Airlines,Standard
4283,2023-03-04,SDU,CWB,3.0,277.76,499.97,0,Normal,37,95%,SkyFast Airlines,Standard
4284,2021-10-27,REC,BSB,2.2,237.97,356.95,0,Normal,38,81%,SkyFast Airlines,Flex
4285,2019-01-25,CNF,POA,3.1,604.01,906.01,0,Alta,6,91%,SkyFast Airlines,Flex
4286,2021-07-16,FLN,CGH,3.0,587.85,881.78,0,Alta,19,79%,SkyFast Airlines,Flex
4287,2024-10-15,CGH,VIX,1.9,340.34,510.51,0,Normal,43,88%,SkyFast Airlines,Standard
4288,2020-03-15,FLN,GRU,3.5,342.82,617.08,0,Normal,29,60%,SkyFast Airlines,Standard
4289,2021-11-07,FLN,POA,1.6,219.56,329.34,0,Normal,44,87%,SkyFast Airlines,Promocional
4290,2022-05-08,SDU,CWB,2.0,175.48,263.22,0,Normal,51,92%,SkyFast Airlines,Promocional
4291,2022-07-18,SSA,FLN,2.9,391.65,704.97,0,Alta,2,87%,SkyFast Airlines,Promocional
4292,2019-09-09,GIG,POA,2.2,261.25,470.25,0,Normal,47,85%,SkyFast Airlines,Standard
4293,2022-07-12,BSB,FLN,1.6,169.62,305.32,0,Alta,15,89%,SkyFast Airlines,Flex
4294,2022-06-11,FOR,FLN,1.6,134.87,202.31,0,Normal,48,89%,SkyFast Airlines,Standard
4295,2022-07-21,CWB,REC,2.9,433.16,779.69,0,Alta,22,95%,SkyFast Airlines,Promocional
4296,2022-10-12,REC,GRU,2.7,304.89,457.33,0,Normal,1,88%,SkyFast Airlines,Flex
4297,2021-08-03,CWB,VIX,2.9,342.67,514.0,0,Normal,58,85%,SkyFast Airlines,Standard
4298,2021-03-10,SDU,FOR,2.8,389.11,583.66,0,Normal,50,83%,SkyFast Airlines,Promocional
4299,2020-03-21,GIG,CGH,2.5,280.29,504.52,0,Normal,7,79%,SkyFast Airlines,Standard
4300,2022-12-25,VIX,SSA,2.2,283.1,509.58,0,Alta,21,89%,SkyFast Airlines,Promocional
4301,2024-08-07,VIX,CNF,2.6,298.8,448.2,0,Normal,51,89%,SkyFast Airlines,Flex
4302,2023-03-19,GRU,REC,3.2,347.12,520.68,0,Normal,19,95%,SkyFast Airlines,Flex
4303,2022-07-10,REC,CNF,1.3,279.86,419.79,0,Alta,50,93%,SkyFast Airlines,Promocional
4304,2022-05-15,CGH,SDU,2.5,208.64,312.96,0,Normal,44,88%,SkyFast Airlines,Standard
4305,2023-10-20,SSA,POA,1.1,127.75,199.0,0,Normal,4,88%,SkyFast Airlines,Flex
4306,2021-02-11,VIX,FOR,2.4,392.1,588.15,0,Alta,51,78%,SkyFast Airlines,Flex
4307,2022-10-22,VIX,BSB,2.3,344.85,620.73,0,Normal,47,85%,SkyFast Airlines,Promocional
4308,2023-10-21,SSA,FOR,2.6,335.74,604.33,0,Normal,11,90%,SkyFast Airlines,Flex
4309,2023-09-08,CWB,VIX,2.7,292.27,526.09,0,Normal,33,94%,SkyFast Airlines,Standard
4310,2022-04-20,VIX,REC,1.8,154.26,231.39,0,Normal,29,91%,SkyFast Airlines,Flex
4311,2022-03-01,CNF,SDU,1.2,118.32,212.98,0,Normal,55,91%,SkyFast Airlines,Standard
4312,2019-07-17,VIX,REC,2.3,284.62,426.93,0,Alta,56,87%,SkyFast Airlines,Standard
4313,2023-11-18,SDU,FOR,1.7,224.43,336.64,0,Normal,22,94%,SkyFast Airlines,Flex
4314,2023-12-02,POA,BSB,3.4,700.57,1261.03,0,Alta,11,86%,SkyFast Airlines,Flex
4315,2023-11-06,FLN,CGH,3.2,311.03,559.85,0,Normal,36,88%,SkyFast Airlines,Flex
4316,2019-03-22,SSA,SDU,3.2,484.82,727.23,0,Normal,29,90%,SkyFast Airlines,Flex
4317,2022-04-25,FLN,SDU,1.7,166.95,300.51,0,Normal,22,88%,SkyFast Airlines,Flex
4318,2021-09-10,POA,VIX,2.6,314.92,472.38,0,Normal,31,85%,SkyFast Airlines,Flex
4319,2021-12-22,CNF,FOR,3.0,307.97,461.96,0,Alta,25,83%,SkyFast Airlines,Promocional
4320,2021-09-15,CNF,REC,3.3,334.99,502.49,0,Normal,11,77%,SkyFast Airlines,Flex
4321,2020-10-10,FLN,GIG,2.8,218.2,327.3,0,Normal,27,66%,SkyFast Airlines,Promocional
4322,2019-12-01,CWB,FOR,2.5,302.23,544.01,0,Alta,9,90%,SkyFast Airlines,Promocional
4323,2024-02-06,FLN,CWB,2.4,573.31,859.96,0,Alta,25,88%,SkyFast Airlines,Standard
4324,2024-10-08,CNF,CWB,2.1,199.02,358.24,0,Normal,17,92%,SkyFast Airlines,Promocional
4325,2021-06-20,VIX,GIG,2.5,372.3,558.45,0,Normal,3,88%,SkyFast Airlines,Promocional
4326,2024-02-02,CWB,SSA,1.1,174.7,262.05,0,Alta,25,85%,SkyFast Airlines,Standard
4327,2021-10-13,CWB,FLN,2.8,363.15,544.72,0,Normal,7,89%,SkyFast Airlines,Standard
4328,2019-12-26,SSA,BSB,1.2,125.51,199.0,0,Alta,8,85%,SkyFast Airlines,Standard
4329,2022-06-27,CGH,BSB,3.1,557.61,836.41,0,Normal,1,89%,SkyFast Airlines,Standard
4330,2020-11-08,VIX,FLN,1.8,212.45,382.41,0,Normal,15,79%,SkyFast Airlines,Promocional
4331,2019-07-02,BSB,SDU,3.4,600.29,900.43,0,Alta,30,86%,SkyFast Airlines,Flex
4332,2021-01-14,CNF,GIG,3.3,442.65,663.97,0,Alta,58,83%,SkyFast Airlines,Promocional
4333,2021-06-16,SDU,VIX,3.4,252.06,378.09,0,Normal,44,86%,SkyFast Airlines,Promocional
4334,2022-07-08,GIG,SSA,1.7,301.02,541.84,0,Alta,49,87%,SkyFast Airlines,Promocional
4335,2020-02-21,POA,SSA,2.5,350.29,525.44,0,Alta,24,80%,SkyFast Airlines,Standard
4336,2022-08-02,REC,GRU,2.3,212.58,318.87,0,Normal,15,88%,SkyFast Airlines,Promocional
4337,2021-04-27,SDU,POA,3.3,480.8,721.2,0,Normal,48,76%,SkyFast Airlines,Promocional
4338,2020-04-23,BSB,POA,3.0,214.21,321.31,0,Normal,52,80%,SkyFast Airlines,Standard
4339,2019-06-24,GRU,FOR,2.4,235.41,423.74,0,Normal,32,86%,SkyFast Airlines,Standard
4340,2023-06-24,CWB,SSA,1.6,124.99,224.98,0,Normal,46,85%,SkyFast Airlines,Promocional
4341,2022-04-01,SSA,POA,1.8,207.32,373.18,0,Normal,53,92%,SkyFast Airlines,Flex
4342,2019-11-13,SSA,BSB,2.3,364.95,547.42,0,Normal,60,91%,SkyFast Airlines,Flex
4343,2023-09-24,VIX,SDU,1.4,135.22,202.83,0,Normal,29,95%,SkyFast Airlines,Standard
4344,2023-11-08,SSA,FLN,2.6,287.4,517.32,0,Normal,55,89%,SkyFast Airlines,Standard
4345,2019-07-23,FLN,CWB,1.4,157.36,283.25,0,Alta,23,87%,SkyFast Airlines,Promocional
4346,2023-11-09,CNF,SDU,2.0,213.41,320.12,0,Normal,21,90%,SkyFast Airlines,Promocional
4347,2019-01-08,FLN,SDU,3.3,511.77,767.65,0,Alta,6,91%,SkyFast Airlines,Promocional
4348,2023-02-19,CWB,SSA,1.0,168.71,303.68,0,Alta,42,89%,SkyFast Airlines,Flex
4349,2019-09-09,VIX,BSB,3.3,349.36,524.04,0,Normal,45,88%,SkyFast Airlines,Flex
4350,2021-07-04,SSA,SDU,1.1,191.84,287.76,0,Alta,11,77%,SkyFast Airlines,Promocional
4351,2020-08-18,SSA,FOR,2.9,197.11,354.8,0,Normal,44,62%,SkyFast Airlines,Promocional
4352,2023-08-26,GIG,VIX,1.1,148.33,266.99,0,Normal,43,85%,SkyFast Airlines,Promocional
4353,2024-01-19,GRU,SSA,1.5,317.18,475.77,0,Alta,50,86%,SkyFast Airlines,Standard
4354,2019-03-10,CGH,VIX,1.0,141.21,254.18,0,Normal,46,95%,SkyFast Airlines,Flex
4355,2023-04-07,POA,BSB,1.3,162.78,244.17,0,Normal,34,95%,SkyFast Airlines,Standard
4356,2019-05-11,FLN,REC,2.9,235.31,352.97,0,Normal,20,89%,SkyFast Airlines,Flex
4357,2024-04-13,GRU,REC,1.4,202.32,364.18,0,Normal,3,89%,SkyFast Airlines,Flex
4358,2020-01-18,CNF,FLN,2.4,164.69,296.44,0,Alta,27,65%,SkyFast Airlines,Standard
4359,2022-10-08,FLN,SDU,1.8,257.58,386.37,0,Normal,47,87%,SkyFast Airlines,Promocional
4360,2024-04-06,SDU,REC,1.4,122.37,220.27,0,Normal,6,86%,SkyFast Airlines,Flex
4361,2020-05-21,BSB,SSA,2.2,167.58,251.37,0,Normal,27,77%,SkyFast Airlines,Flex
4362,2020-06-18,FOR,GRU,1.3,166.56,249.84,0,Normal,52,74%,SkyFast Airlines,Flex
4363,2023-09-18,SDU,POA,2.3,324.06,486.09,0,Normal,50,86%,SkyFast Airlines,Promocional
4364,2021-07-20,REC,CGH,2.2,245.33,441.59,0,Alta,4,89%,SkyFast Airlines,Flex
4365,2023-06-06,CGH,FOR,2.5,278.74,418.11,0,Normal,5,88%,SkyFast Airlines,Flex
4366,2023-12-14,FOR,POA,2.4,433.48,650.22,0,Alta,34,88%,SkyFast Airlines,Standard
4367,2022-09-20,FLN,GRU,1.9,348.22,626.8,0,Normal,12,86%,SkyFast Airlines,Standard
4368,2020-01-12,CGH,FOR,3.1,273.97,410.96,0,Alta,36,72%,SkyFast Airlines,Promocional
4369,2019-06-16,CNF,CGH,1.5,218.35,327.52,0,Normal,45,87%,SkyFast Airlines,Standard
4370,2024-07-24,CGH,GRU,1.7,311.32,466.98,0,Alta,40,95%,SkyFast Airlines,Flex
4371,2019-07-10,SDU,CGH,1.9,245.33,441.59,0,Alta,38,88%,SkyFast Airlines,Promocional
4372,2021-01-17,VIX,BSB,2.9,263.1,394.65,0,Alta,13,79%,SkyFast Airlines,Promocional
4373,2022-05-24,FLN,GIG,1.5,267.68,481.82,0,Normal,27,86%,SkyFast Airlines,Promocional
4374,2022-04-15,FOR,FLN,1.4,165.32,247.98,0,Normal,54,90%,SkyFast Airlines,Standard
4375,2022-08-18,VIX,POA,1.8,155.46,233.19,0,Normal,25,86%,SkyFast Airlines,Standard
4376,2023-02-24,GRU,FLN,1.9,236.44,425.59,0,Alta,10,88%,SkyFast Airlines,Flex
4377,2022-10-18,BSB,FOR,3.5,282.32,423.48,0,Normal,9,88%,SkyFast Airlines,Flex
4378,2023-03-21,FOR,BSB,2.9,474.63,711.94,0,Normal,21,90%,SkyFast Airlines,Standard
4379,2020-01-18,VIX,GIG,3.0,330.86,496.29,0,Alta,6,72%,SkyFast Airlines,Flex
4380,2020-04-16,FOR,FLN,2.1,166.99,250.49,0,Normal,1,75%,SkyFast Airlines,Promocional
4381,2020-12-18,CWB,CGH,3.5,261.89,471.4,0,Alta,12,76%,SkyFast Airlines,Flex
4382,2019-06-03,FOR,REC,2.8,368.9,664.02,0,Normal,16,85%,SkyFast Airlines,Standard
4383,2023-02-21,SSA,REC,2.4,426.78,640.17,0,Alta,12,86%,SkyFast Airlines,Flex
4384,2024-02-02,GIG,FOR,1.7,198.34,297.51,0,Alta,29,87%,SkyFast Airlines,Standard
4385,2024-05-25,BSB,CWB,1.9,302.84,454.26,0,Normal,42,93%,SkyFast Airlines,Promocional
4386,2024-03-13,FOR,REC,2.4,311.54,560.77,0,Normal,57,95%,SkyFast Airlines,Promocional
4387,2021-05-06,SDU,BSB,2.5,280.62,420.93,0,Normal,2,82%,SkyFast Airlines,Standard
4388,2023-09-14,BSB,FLN,1.5,147.39,221.08,0,Normal,55,88%,SkyFast Airlines,Flex
4389,2022-08-10,BSB,SDU,1.0,99.0,199.0,0,Normal,6,93%,SkyFast Airlines,Flex
4390,2022-08-16,GIG,SDU,2.3,310.41,465.62,0,Normal,26,89%,SkyFast Airlines,Flex
4391,2022-04-19,VIX,CGH,1.1,207.84,374.11,0,Normal,18,89%,SkyFast Airlines,Standard
4392,2024-03-15,FLN,SSA,1.5,122.96,199.0,0,Normal,16,93%,SkyFast Airlines,Promocional
4393,2021-07-04,CGH,FOR,1.1,106.08,199.0,0,Alta,22,89%,SkyFast Airlines,Flex
4394,2021-08-26,CNF,BSB,1.6,175.42,263.13,0,Normal,46,87%,SkyFast Airlines,Promocional
4395,2021-12-06,SSA,BSB,1.6,346.5,519.75,0,Alta,35,83%,SkyFast Airlines,Promocional
4396,2023-02-11,CGH,CWB,2.3,283.31,509.96,0,Alta,57,86%,SkyFast Airlines,Flex
4397,2022-03-07,CWB,BSB,2.5,385.95,578.92,0,Normal,19,93%,SkyFast Airlines,Promocional
4398,2022-12-06,BSB,FLN,3.0,585.29,877.93,0,Alta,20,89%,SkyFast Airlines,Promocional
4399,2023-02-27,SSA,CNF,2.9,596.79,895.18,0,Alta,21,88%,SkyFast Airlines,Promocional
4400,2020-07-26,BSB,GIG,3.1,432.43,778.37,0,Alta,49,76%,SkyFast Airlines,Standard
4401,2020-12-17,BSB,CGH,3.4,429.67,644.5,0,Alta,20,66%,SkyFast Airlines,Flex
4402,2021-10-17,GIG,CGH,2.9,298.99,448.49,0,Normal,36,79%,SkyFast Airlines,Standard
4403,2021-10-22,FLN,CGH,3.2,448.04,672.06,0,Normal,48,89%,SkyFast Airlines,Promocional
4404,2023-09-05,SSA,POA,1.2,170.72,256.08,0,Normal,52,94%,SkyFast Airlines,Promocional
4405,2022-01-10,GRU,CNF,1.8,398.83,598.25,0,Alta,51,95%,SkyFast Airlines,Promocional
4406,2022-08-19,VIX,REC,2.7,213.79,320.69,0,Normal,60,93%,SkyFast Airlines,Promocional
4407,2022-06-12,GRU,BSB,1.1,161.08,241.62,0,Normal,3,92%,SkyFast Airlines,Flex
4408,2023-11-21,SDU,BSB,3.5,559.03,838.54,0,Normal,6,92%,SkyFast Airlines,Promocional
4409,2021-03-03,CGH,POA,3.1,261.79,392.69,0,Normal,56,79%,SkyFast Airlines,Promocional
4410,2019-03-10,CGH,GRU,3.0,480.22,720.33,0,Normal,48,91%,SkyFast Airlines,Promocional
4411,2024-11-10,CWB,GRU,1.3,173.66,260.49,0,Normal,2,90%,SkyFast Airlines,Promocional
4412,2021-05-27,FLN,SDU,2.7,320.72,577.3,0,Normal,58,81%,SkyFast Airlines,Promocional
4413,2024-12-22,SSA,FOR,2.8,545.55,818.32,0,Alta,46,90%,SkyFast Airlines,Standard
4414,2022-06-02,CWB,REC,1.2,141.78,212.67,0,Normal,44,93%,SkyFast Airlines,Promocional
4415,2023-10-15,GIG,BSB,2.9,362.56,543.84,0,Normal,17,91%,SkyFast Airlines,Standard
4416,2022-02-20,GIG,CNF,1.2,125.8,199.0,0,Alta,19,87%,SkyFast Airlines,Promocional
4417,2020-12-03,SDU,SSA,1.6,183.45,275.17,0,Alta,4,69%,SkyFast Airlines,Standard
4418,2022-03-21,REC,SDU,3.3,413.84,620.76,0,Normal,40,94%,SkyFast Airlines,Promocional
4419,2023-12-12,VIX,SDU,2.1,338.77,508.15,0,Alta,7,90%,SkyFast Airlines,Promocional
4420,2022-06-02,SDU,REC,1.2,183.23,274.84,0,Normal,30,86%,SkyFast Airlines,Standard
4421,2020-08-01,CNF,SDU,3.0,337.89,506.83,0,Normal,60,63%,SkyFast Airlines,Promocional
4422,2021-02-21,REC,CWB,1.1,146.97,220.45,0,Alta,45,81%,SkyFast Airlines,Flex
4423,2023-05-09,GIG,FOR,1.1,118.73,213.71,0,Normal,53,87%,SkyFast Airlines,Standard
4424,2023-10-02,POA,REC,2.2,231.36,416.45,0,Normal,14,95%,SkyFast Airlines,Flex
4425,2019-06-08,POA,GRU,1.2,155.43,279.77,0,Normal,40,91%,SkyFast Airlines,Promocional
4426,2023-04-15,CWB,POA,3.0,431.37,776.47,0,Normal,49,89%,SkyFast Airlines,Promocional
4427,2022-10-14,CGH,BSB,1.5,279.6,419.4,0,Normal,59,95%,SkyFast Airlines,Standard
4428,2022-08-13,GRU,CNF,3.4,475.74,713.61,0,Normal,16,88%,SkyFast Airlines,Promocional
4429,2023-02-07,CWB,BSB,1.2,161.52,242.28,0,Alta,31,86%,SkyFast Airlines,Flex
4430,2023-12-28,GRU,CNF,1.7,249.09,373.63,0,Alta,41,88%,SkyFast Airlines,Promocional
4431,2019-05-10,FOR,BSB,1.3,236.54,354.81,0,Normal,60,86%,SkyFast Airlines,Flex
4432,2022-05-25,SDU,BSB,3.1,308.99,463.49,0,Normal,40,94%,SkyFast Airlines,Promocional
4433,2023-10-28,VIX,GRU,1.5,134.61,201.92,0,Normal,8,94%,SkyFast Airlines,Flex
4434,2019-01-16,SDU,BSB,3.5,361.33,542.0,0,Alta,31,95%,SkyFast Airlines,Flex
4435,2020-07-11,CWB,REC,2.6,203.05,304.58,0,Alta,3,60%,SkyFast Airlines,Flex
4436,2023-01-23,CWB,POA,3.0,324.35,583.83,0,Alta,47,91%,SkyFast Airlines,Promocional
4437,2021-04-15,POA,SSA,2.0,193.03,347.45,0,Normal,50,82%,SkyFast Airlines,Flex
4438,2023-08-23,FOR,GIG,1.5,211.73,317.59,0,Normal,3,94%,SkyFast Airlines,Standard
4439,2023-04-16,CWB,GIG,3.4,379.5,569.25,0,Normal,58,86%,SkyFast Airlines,Promocional
4440,2021-12-15,FOR,CGH,3.4,618.8,1113.84,0,Alta,44,88%,SkyFast Airlines,Promocional
4441,2020-05-24,REC,CGH,2.5,255.39,383.08,0,Normal,24,67%,SkyFast Airlines,Standard
4442,2023-09-15,SDU,FLN,2.7,348.13,522.19,0,Normal,54,92%,SkyFast Airlines,Standard
4443,2023-08-27,GRU,GIG,2.2,219.24,394.63,0,Normal,55,95%,SkyFast Airlines,Promocional
4444,2022-06-28,FLN,SSA,2.7,392.92,589.38,0,Normal,9,92%,SkyFast Airlines,Flex
4445,2021-04-14,CWB,FOR,1.7,193.3,289.95,0,Normal,56,87%,SkyFast Airlines,Promocional
4446,2019-09-08,BSB,POA,1.6,260.47,468.85,0,Normal,52,93%,SkyFast Airlines,Promocional
4447,2019-06-22,VIX,POA,2.7,331.32,496.98,0,Normal,53,91%,SkyFast Airlines,Flex
4448,2024-10-28,SDU,GRU,1.8,192.89,289.33,0,Normal,46,93%,SkyFast Airlines,Standard
4449,2023-03-23,SSA,CNF,2.3,371.72,669.1,0,Normal,31,94%,SkyFast Airlines,Promocional
4450,2020-03-09,BSB,GIG,1.1,99.0,199.0,0,Normal,6,77%,SkyFast Airlines,Flex
4451,2023-11-17,GIG,FOR,2.0,224.64,336.96,0,Normal,44,85%,SkyFast Airlines,Flex
4452,2019-12-21,GRU,CWB,1.1,201.52,362.74,0,Alta,24,93%,SkyFast Airlines,Flex
4453,2020-01-27,SDU,VIX,3.1,491.15,884.07,0,Alta,33,76%,SkyFast Airlines,Standard
4454,2023-11-14,CGH,FOR,3.2,349.53,629.15,0,Normal,59,88%,SkyFast Airlines,Standard
4455,2024-06-22,FLN,BSB,1.7,171.28,256.92,0,Normal,22,86%,SkyFast Airlines,Flex
4456,2021-07-27,GIG,CGH,2.4,300.12,540.22,0,Alta,40,83%,SkyFast Airlines,Standard
4457,2020-10-03,BSB,SSA,1.9,186.47,279.7,0,Normal,42,63%,SkyFast Airlines,Standard
4458,2023-04-24,REC,BSB,2.0,347.78,521.67,0,Normal,34,93%,SkyFast Airlines,Flex
4459,2021-09-26,FLN,CGH,3.0,255.87,460.57,0,Normal,25,80%,SkyFast Airlines,Flex
4460,2022-08-17,GRU,POA,2.9,376.83,565.25,0,Normal,54,85%,SkyFast Airlines,Promocional
4461,2022-06-03,FOR,CNF,1.3,106.19,199.0,0,Normal,21,86%,SkyFast Airlines,Promocional
4462,2023-05-11,BSB,SDU,1.4,194.71,292.06,0,Normal,7,87%,SkyFast Airlines,Flex
4463,2024-02-26,CWB,FLN,2.6,511.33,767.0,0,Alta,1,92%,SkyFast Airlines,Flex
4464,2020-03-28,SSA,REC,1.0,99.0,199.0,0,Normal,7,80%,SkyFast Airlines,Promocional
4465,2020-05-10,FLN,CWB,2.1,223.54,402.37,0,Normal,51,65%,SkyFast Airlines,Flex
4466,2019-06-12,SDU,VIX,1.4,211.19,316.78,0,Normal,54,89%,SkyFast Airlines,Flex
4467,2020-03-01,CNF,POA,2.2,119.02,199.0,0,Normal,40,76%,SkyFast Airlines,Promocional
4468,2021-02-05,CGH,CWB,1.9,246.55,369.83,0,Alta,58,82%,SkyFast Airlines,Standard
4469,2023-08-12,POA,FLN,1.4,180.4,270.6,0,Normal,1,92%,SkyFast Airlines,Standard
4470,2021-04-14,GRU,SDU,3.4,445.78,668.67,0,Normal,40,84%,SkyFast Airlines,Promocional
4471,2019-12-09,BSB,SDU,3.5,814.75,1222.12,0,Alta,10,93%,SkyFast Airlines,Flex
4472,2024-05-16,SDU,SSA,1.6,251.95,377.92,0,Normal,17,94%,SkyFast Airlines,Standard
4473,2022-04-20,SSA,FOR,1.7,275.39,413.08,0,Normal,42,85%,SkyFast Airlines,Promocional
4474,2024-02-28,GIG,FLN,3.3,448.31,672.47,0,Alta,46,88%,SkyFast Airlines,Flex
4475,2020-11-04,FOR,CGH,2.5,272.68,409.02,0,Normal,27,78%,SkyFast Airlines,Promocional
4476,2022-06-21,VIX,REC,3.4,279.74,503.53,0,Normal,47,89%,SkyFast Airlines,Standard
4477,2023-08-28,CGH,VIX,2.9,516.67,775.0,0,Normal,56,91%,SkyFast Airlines,Promocional
4478,2021-02-12,SSA,FOR,2.5,427.99,641.99,0,Alta,17,78%,SkyFast Airlines,Flex
4479,2023-12-19,BSB,CNF,2.1,239.12,430.42,0,Alta,21,87%,SkyFast Airlines,Promocional
4480,2020-11-18,GRU,CNF,3.2,398.88,598.32,0,Normal,48,64%,SkyFast Airlines,Standard
4481,2021-07-22,SSA,BSB,1.7,175.64,263.46,0,Alta,33,78%,SkyFast Airlines,Promocional
4482,2022-06-22,FOR,FLN,1.9,208.21,374.78,0,Normal,35,92%,SkyFast Airlines,Flex
4483,2022-10-17,POA,FLN,3.0,495.56,743.34,0,Normal,9,93%,SkyFast Airlines,Flex
4484,2023-12-21,VIX,CNF,3.4,424.21,763.58,0,Alta,53,91%,SkyFast Airlines,Promocional
4485,2020-06-26,SSA,CWB,1.8,115.37,207.67,0,Normal,7,68%,SkyFast Airlines,Promocional
4486,2024-09-07,GRU,FLN,1.5,275.01,412.51,0,Normal,29,86%,SkyFast Airlines,Flex
