ID_Voo,Data_Partida,Origem,Destino,Duracao_Horas,Preco_Economica,Preco_Executiva,Preco_Premium,Temporada,Antecedencia_Dias,Lotacao_Media,Companhia
5956,2020-12-01,MAO,VIX,1.4,279.52,650.19,1080.62,Alta,32,29%,AeroBrasil Connect
5957,2024-11-27,CGH,SDU,4.6,1436.27,3298.38,5044.1,Média,82,90%,AeroBrasil Connect
5958,2019-02-03,BSB,AJU,2.4,556.27,1250.23,2312.19,Alta,66,86%,AeroBrasil Connect
5959,2019-05-13,CNF,CWB,4.3,1060.88,2456.83,4526.97,Baixa,7,79%,AeroBrasil Connect
5960,2020-11-22,SLZ,REC,4.1,683.28,1494.24,2555.05,Média,12,43%,AeroBrasil Connect
5961,2021-06-24,MAO,CWB,4.0,883.04,1898.77,3764.36,Média,70,71%,AeroBrasil Connect
5962,2022-07-02,CGH,PVH,2.9,886.5,2193.99,3916.41,Alta,75,93%,AeroBrasil Connect
5963,2024-03-13,SDU,PVH,1.9,415.63,944.33,1815.61,Baixa,14,76%,AeroBrasil Connect
5964,2023-05-02,CGH,BEL,4.8,1027.15,2058.3,3851.83,Baixa,53,90%,AeroBrasil Connect
5965,2023-06-09,CGB,MAO,3.4,973.53,2413.16,3758.37,Média,74,77%,AeroBrasil Connect
5966,2022-02-06,POA,BEL,1.1,370.05,853.4,1621.68,Alta,43,89%,AeroBrasil Connect
5967,2019-11-03,CNF,GRU,2.9,606.17,1242.12,2573.47,Média,36,87%,AeroBrasil Connect
5968,2022-03-25,FOR,CGH,3.4,471.2,1160.14,1789.2,Baixa,25,70%,AeroBrasil Connect
5969,2019-11-20,THE,RBR,2.4,557.25,1145.26,2348.94,Média,62,81%,AeroBrasil Connect
5970,2022-03-07,CGH,CGR,3.8,855.96,1878.92,3054.66,Baixa,14,80%,AeroBrasil Connect
5971,2022-08-09,AJU,SLZ,3.1,741.64,1805.65,2865.32,Baixa,28,76%,AeroBrasil Connect
5972,2020-06-18,SSA,POA,4.2,596.68,1287.31,2151.26,Média,75,59%,AeroBrasil Connect
5973,2021-04-14,CGH,BEL,2.0,239.58,543.91,909.01,Baixa,32,59%,AeroBrasil Connect
5974,2022-12-02,CWB,MAO,3.6,1606.08,3503.5,6919.39,Alta,40,74%,AeroBrasil Connect
5975,2024-01-19,CGB,FLN,3.3,1118.05,2556.97,3967.69,Alta,44,80%,AeroBrasil Connect
5976,2021-06-01,JPA,THE,1.0,210.32,455.59,809.14,Média,45,68%,AeroBrasil Connect
5977,2024-06-23,CGB,RBR,1.7,447.81,905.9,1955.32,Média,46,77%,AeroBrasil Connect
5978,2021-08-14,IGZ,JPA,4.5,753.74,1850.37,2678.95,Baixa,52,61%,AeroBrasil Connect
5979,2019-09-08,MAO,BEL,5.0,777.41,1745.43,2762.05,Baixa,48,76%,AeroBrasil Connect
5980,2021-03-19,SSA,GRU,2.0,260.16,549.58,919.8,Baixa,33,68%,AeroBrasil Connect
5981,2019-02-01,MAO,CNF,2.2,820.57,2028.05,3390.09,Alta,82,66%,AeroBrasil Connect
5982,2022-01-13,CNF,REC,4.6,2655.45,5856.34,10454.57,Alta,4,71%,AeroBrasil Connect
5983,2020-05-20,SDU,CWB,2.5,242.03,507.07,1021.72,Baixa,65,40%,AeroBrasil Connect
5984,2019-05-12,SSA,RBR,2.2,358.89,825.54,1481.1,Baixa,30,70%,AeroBrasil Connect
5985,2020-02-23,BSB,CGB,1.3,344.2,769.51,1524.34,Altíssima,29,22%,AeroBrasil Connect
5986,2023-01-02,VIX,IGZ,3.0,1007.34,2302.46,3931.59,Alta,68,84%,AeroBrasil Connect
5987,2022-01-23,CWB,FLN,4.8,1959.56,4725.32,8696.79,Alta,40,81%,AeroBrasil Connect
5988,2022-06-02,PVH,THE,1.9,466.37,965.45,1769.13,Média,86,67%,AeroBrasil Connect
5989,2024-01-04,MAO,CGH,2.4,669.43,1661.21,2688.88,Alta,31,84%,AeroBrasil Connect
5990,2023-05-16,CGB,POA,3.1,628.2,1525.7,2310.48,Baixa,42,83%,AeroBrasil Connect
5991,2021-12-17,GRU,GIG,1.3,391.71,885.5,1594.67,Alta,87,57%,AeroBrasil Connect
5992,2020-01-02,REC,FOR,4.4,866.59,1996.76,3362.04,Alta,16,20%,AeroBrasil Connect
5993,2023-07-02,SDU,SLZ,1.9,585.82,1186.09,2106.12,Alta,48,87%,AeroBrasil Connect
5994,2023-02-27,CGR,VIX,4.4,1943.78,4262.9,7618.26,Alta,13,94%,AeroBrasil Connect
5995,2021-05-08,CWB,SLZ,2.9,545.01,1114.49,1916.18,Baixa,82,58%,AeroBrasil Connect
5996,2019-01-21,FOR,RBR,4.5,1553.61,3357.05,6352.75,Alta,15,84%,AeroBrasil Connect
5997,2021-09-19,CNF,FLN,2.1,340.93,697.24,1359.74,Baixa,45,65%,AeroBrasil Connect
5998,2023-02-01,CNF,PLU,1.9,538.2,1136.68,1995.85,Alta,54,76%,AeroBrasil Connect
5999,2020-05-07,BEL,THE,3.2,534.69,1287.83,1887.98,Baixa,5,23%,AeroBrasil Connect
6000,2019-03-09,FOR,GRU,4.7,759.95,1820.81,2955.53,Baixa,59,69%,AeroBrasil Connect
6001,2022-03-12,CGB,AJU,2.5,482.52,991.86,1751.22,Baixa,62,82%,AeroBrasil Connect
6002,2023-05-17,BEL,FOR,1.4,279.82,685.6,1156.02,Baixa,64,70%,AeroBrasil Connect
6003,2019-12-20,MAO,CGH,3.6,1484.89,3388.02,6616.24,Alta,62,92%,AeroBrasil Connect
6004,2019-04-14,SLZ,SDU,2.7,625.09,1459.07,2502.69,Baixa,39,81%,AeroBrasil Connect
6005,2024-10-20,RBR,GIG,3.5,671.02,1614.39,2651.48,Baixa,90,72%,AeroBrasil Connect
6006,2023-05-03,BEL,CNF,3.6,760.14,1852.27,2820.89,Baixa,77,65%,AeroBrasil Connect
6007,2019-10-17,SLZ,CGH,1.9,486.63,1194.78,1969.21,Baixa,37,70%,AeroBrasil Connect
6008,2024-03-16,CGH,BEL,3.5,647.19,1393.34,2799.91,Baixa,37,72%,AeroBrasil Connect
6009,2020-11-10,FLN,MAO,2.9,394.6,808.65,1386.81,Média,74,41%,AeroBrasil Connect
6010,2021-03-27,FOR,IGZ,1.3,256.72,610.42,989.76,Baixa,13,66%,AeroBrasil Connect
6011,2023-09-03,FOR,REC,1.5,324.34,654.05,1348.34,Baixa,69,82%,AeroBrasil Connect
6012,2020-04-05,POA,CNF,1.4,163.72,350.0,690.91,Baixa,44,57%,AeroBrasil Connect
6013,2023-11-26,BEL,CNF,2.8,697.62,1431.07,3012.73,Média,53,80%,AeroBrasil Connect
6014,2019-11-07,FOR,MAO,2.9,1002.04,2150.65,3785.1,Média,9,71%,AeroBrasil Connect
6015,2020-08-12,VIX,MAO,3.8,399.9,987.47,1703.45,Baixa,85,43%,AeroBrasil Connect
6016,2020-11-07,GRU,GIG,1.2,192.73,421.01,776.83,Média,66,36%,AeroBrasil Connect
6017,2021-12-19,GIG,CWB,2.6,781.32,1825.49,2807.25,Alta,47,75%,AeroBrasil Connect
6018,2022-03-26,THE,FLN,2.0,268.22,551.69,1171.65,Baixa,57,71%,AeroBrasil Connect
6019,2021-08-27,FOR,CGB,1.5,308.84,668.74,1373.18,Baixa,90,75%,AeroBrasil Connect
6020,2023-07-23,SSA,GIG,2.5,1197.67,2404.68,4591.15,Alta,14,93%,AeroBrasil Connect
6021,2019-01-17,SSA,IGZ,1.9,1152.39,2653.6,4919.89,Alta,3,90%,AeroBrasil Connect
6022,2019-08-25,PVH,FLN,3.8,1368.39,3157.95,5598.13,Baixa,6,83%,AeroBrasil Connect
6023,2023-07-11,IGZ,AJU,3.8,1356.01,2726.96,5893.76,Alta,73,68%,AeroBrasil Connect
6024,2023-08-17,IGZ,GIG,2.3,619.77,1276.85,2694.51,Baixa,76,87%,AeroBrasil Connect
6025,2019-07-11,CWB,SLZ,1.2,412.36,992.15,1668.75,Alta,57,93%,AeroBrasil Connect
6026,2021-02-24,CWB,THE,1.7,736.0,1606.65,3026.4,Altíssima,20,61%,AeroBrasil Connect
6027,2019-02-28,SSA,BEL,4.7,1952.04,4670.4,7920.52,Alta,4,76%,AeroBrasil Connect
6028,2019-02-18,THE,RBR,1.4,892.18,2023.06,3300.8,Altíssima,64,92%,AeroBrasil Connect
6029,2023-01-18,PLU,SSA,1.5,528.2,1175.99,2090.63,Alta,53,93%,AeroBrasil Connect
6030,2019-12-13,AJU,SSA,2.2,710.97,1524.05,2619.46,Alta,27,68%,AeroBrasil Connect
6031,2022-09-07,PVH,RBR,4.1,758.66,1883.61,3272.23,Baixa,46,84%,AeroBrasil Connect
6032,2024-11-20,CNF,VIX,1.1,241.03,557.46,884.18,Média,39,82%,AeroBrasil Connect
6033,2021-11-02,FOR,POA,3.1,691.06,1447.46,2559.0,Média,80,67%,AeroBrasil Connect
6034,2019-05-24,VIX,FLN,4.8,752.52,1768.09,2772.26,Baixa,75,65%,AeroBrasil Connect
6035,2022-03-19,FOR,BSB,2.4,473.05,1046.82,1711.86,Baixa,47,90%,AeroBrasil Connect
6036,2019-12-19,THE,CNF,1.8,761.92,1827.6,2697.33,Alta,58,69%,AeroBrasil Connect
6037,2022-08-12,MAO,AJU,3.6,585.0,1174.84,2314.74,Baixa,65,83%,AeroBrasil Connect
6038,2024-04-16,PLU,MAO,2.5,771.48,1839.2,3098.65,Baixa,9,87%,AeroBrasil Connect
6039,2019-12-13,THE,BSB,3.3,1338.12,2710.76,5945.47,Alta,58,92%,AeroBrasil Connect
6040,2024-07-16,BSB,AJU,2.2,1047.25,2585.12,4114.68,Alta,12,84%,AeroBrasil Connect
6041,2020-08-23,PVH,JPA,4.1,341.18,710.78,1442.93,Baixa,59,37%,AeroBrasil Connect
6042,2023-09-23,FOR,REC,1.5,238.59,544.17,1044.02,Baixa,64,92%,AeroBrasil Connect
6043,2022-01-28,GIG,SSA,3.7,1257.06,2682.24,4712.36,Alta,89,74%,AeroBrasil Connect
6044,2019-03-20,AJU,REC,4.2,864.7,1933.36,3764.38,Baixa,29,93%,AeroBrasil Connect
6045,2019-01-19,FOR,IGZ,2.4,766.18,1541.54,3133.09,Alta,35,88%,AeroBrasil Connect
6046,2020-02-23,JPA,SDU,4.8,2734.65,5612.37,11821.73,Altíssima,5,32%,AeroBrasil Connect
6047,2023-11-07,CGH,SSA,4.0,841.26,1890.34,3245.69,Média,72,65%,AeroBrasil Connect
6048,2023-09-26,CGR,FLN,3.1,848.16,1815.12,3436.43,Baixa,78,68%,AeroBrasil Connect
6049,2024-05-14,RBR,VIX,2.0,386.3,876.37,1726.95,Baixa,26,70%,AeroBrasil Connect
6050,2021-03-27,SSA,GRU,2.2,454.36,1135.06,1925.7,Baixa,13,64%,AeroBrasil Connect
6051,2022-05-05,FLN,CNF,4.3,998.25,2479.49,3900.41,Baixa,40,93%,AeroBrasil Connect
6052,2019-03-09,CNF,GRU,1.3,259.91,602.58,1092.62,Baixa,14,66%,AeroBrasil Connect
6053,2019-09-04,SDU,CGR,2.6,482.91,1192.25,1883.26,Baixa,14,70%,AeroBrasil Connect
6054,2024-12-06,CWB,IGZ,1.7,487.08,978.68,1727.75,Alta,62,73%,AeroBrasil Connect
6055,2020-02-26,BEL,GIG,4.2,912.06,1907.12,3518.09,Alta,37,28%,AeroBrasil Connect
6056,2021-01-22,CNF,CWB,4.4,1581.08,3801.29,6711.82,Alta,20,59%,AeroBrasil Connect
6057,2024-08-06,PLU,MAO,4.2,1006.26,2352.11,3590.63,Baixa,19,94%,AeroBrasil Connect
6058,2023-10-16,CGH,CWB,4.7,670.92,1490.42,2972.91,Baixa,20,77%,AeroBrasil Connect
6059,2024-06-16,GIG,AJU,3.5,839.69,1972.57,3655.15,Média,63,86%,AeroBrasil Connect
6060,2019-05-05,GIG,SDU,2.1,566.86,1407.41,2360.15,Baixa,11,82%,AeroBrasil Connect
6061,2021-10-05,AJU,GRU,3.0,478.09,1025.98,1894.33,Baixa,30,75%,AeroBrasil Connect
6062,2024-04-24,MAO,BSB,2.2,387.25,884.65,1405.02,Baixa,40,86%,AeroBrasil Connect
6063,2020-06-23,VIX,PLU,1.4,315.77,675.77,1263.39,Média,8,38%,AeroBrasil Connect
6064,2024-10-12,FOR,MAO,1.5,243.64,524.77,1076.04,Baixa,90,73%,AeroBrasil Connect
6065,2020-10-16,GIG,JPA,1.2,150.0,350.0,600.0,Baixa,51,22%,AeroBrasil Connect
6066,2021-11-19,PVH,CGR,2.9,678.48,1513.21,2658.68,Média,42,64%,AeroBrasil Connect
6067,2022-11-14,SLZ,FLN,2.6,736.59,1554.11,3095.61,Média,75,73%,AeroBrasil Connect
6068,2019-07-19,PLU,IGZ,4.8,1768.82,3663.06,6386.51,Alta,23,71%,AeroBrasil Connect
6069,2024-05-24,CNF,REC,3.8,912.04,1884.82,3471.37,Baixa,38,74%,AeroBrasil Connect
6070,2019-01-01,BEL,AJU,3.1,1342.72,2909.91,5373.85,Alta,7,84%,AeroBrasil Connect
6071,2023-09-07,CWB,CNF,1.3,261.33,609.7,1054.97,Baixa,9,83%,AeroBrasil Connect
6072,2020-08-14,CNF,REC,3.5,579.51,1446.02,2153.83,Baixa,6,22%,AeroBrasil Connect
6073,2021-02-01,THE,CGH,3.0,543.47,1340.54,2017.18,Alta,44,68%,AeroBrasil Connect
6074,2021-05-12,SDU,REC,4.6,931.55,2146.11,3538.34,Baixa,18,51%,AeroBrasil Connect
6075,2024-03-23,CGH,CGB,3.7,1221.08,3046.93,4395.44,Baixa,2,75%,AeroBrasil Connect
6076,2024-02-12,SSA,AJU,2.4,902.47,1882.94,3400.5,Alta,49,94%,AeroBrasil Connect
6077,2023-12-15,SDU,CWB,2.6,779.13,1576.21,3152.27,Alta,29,90%,AeroBrasil Connect
6078,2019-11-16,PLU,GRU,1.8,413.14,899.64,1667.97,Média,33,86%,AeroBrasil Connect
6079,2022-02-10,MAO,CGR,3.8,1280.3,2979.47,4913.7,Alta,21,83%,AeroBrasil Connect
6080,2021-09-04,GIG,SDU,4.5,785.17,1640.12,2838.79,Baixa,72,63%,AeroBrasil Connect
6081,2022-04-16,GRU,FOR,3.2,530.57,1290.57,2049.34,Baixa,34,91%,AeroBrasil Connect
6082,2024-10-20,FLN,VIX,1.9,275.94,662.71,1188.89,Baixa,21,68%,AeroBrasil Connect
6083,2019-12-28,FOR,BEL,1.8,713.93,1643.7,3184.14,Altíssima,51,87%,AeroBrasil Connect
6084,2024-07-06,GIG,SSA,1.9,472.76,1036.3,1691.01,Alta,35,92%,AeroBrasil Connect
6085,2021-07-24,SDU,CGR,1.5,410.82,879.44,1821.58,Alta,37,67%,AeroBrasil Connect
6086,2021-04-20,REC,CWB,4.6,500.89,1052.39,2096.34,Baixa,68,59%,AeroBrasil Connect
6087,2021-04-07,CGR,POA,4.8,1199.19,2608.32,4798.45,Baixa,10,58%,AeroBrasil Connect
6088,2024-01-15,CGB,CNF,2.5,798.2,1890.92,3197.8,Alta,43,75%,AeroBrasil Connect
6089,2023-12-28,FLN,GIG,1.6,813.64,1628.15,3122.81,Altíssima,68,89%,AeroBrasil Connect
6090,2022-04-02,CGR,IGZ,3.4,586.06,1372.19,2361.14,Baixa,74,69%,AeroBrasil Connect
6091,2022-04-13,CWB,FLN,2.8,516.08,1223.21,2192.63,Baixa,29,94%,AeroBrasil Connect
6092,2024-09-13,POA,REC,3.2,485.53,1133.37,1787.52,Baixa,64,74%,AeroBrasil Connect
6093,2021-04-28,CGR,CNF,3.4,522.93,1113.73,2300.33,Baixa,81,56%,AeroBrasil Connect
6094,2020-09-27,IGZ,PLU,1.6,230.88,563.84,893.03,Baixa,17,52%,AeroBrasil Connect
6095,2023-07-01,BEL,CGH,1.7,613.68,1507.92,2383.9,Alta,41,74%,AeroBrasil Connect
6096,2023-02-07,POA,SSA,3.0,1416.76,3395.94,5338.55,Alta,81,70%,AeroBrasil Connect
6097,2024-05-05,POA,SSA,4.1,678.74,1558.36,2776.41,Baixa,41,81%,AeroBrasil Connect
6098,2020-11-27,PVH,FLN,1.1,188.12,390.12,775.09,Média,27,47%,AeroBrasil Connect
6099,2023-03-19,BEL,SLZ,4.7,983.41,2141.31,3694.11,Baixa,86,86%,AeroBrasil Connect
6100,2021-07-23,CGB,CGR,4.2,1419.65,3434.76,5738.92,Alta,17,71%,AeroBrasil Connect
6101,2023-07-12,AJU,FOR,2.9,1340.3,2756.97,5537.08,Alta,41,93%,AeroBrasil Connect
6102,2023-11-14,BEL,SSA,4.9,1198.4,2471.66,5073.01,Média,18,91%,AeroBrasil Connect
6103,2021-10-03,RBR,SDU,3.5,538.78,1161.13,2125.71,Baixa,31,53%,AeroBrasil Connect
6104,2020-10-04,SDU,THE,3.0,431.07,887.2,1619.0,Baixa,7,39%,AeroBrasil Connect
6105,2024-01-18,FOR,REC,1.4,486.21,1007.22,1950.68,Alta,16,77%,AeroBrasil Connect
6106,2023-03-22,CGB,JPA,2.0,435.95,1083.96,1804.45,Baixa,23,88%,AeroBrasil Connect
6107,2023-01-09,CNF,SSA,3.4,1153.77,2658.2,4468.06,Alta,71,70%,AeroBrasil Connect
6108,2020-02-21,CGB,SLZ,4.6,1696.7,4206.03,7211.79,Altíssima,58,39%,AeroBrasil Connect
6109,2024-04-13,SSA,SDU,4.4,615.35,1371.84,2590.08,Baixa,62,89%,AeroBrasil Connect
6110,2020-08-25,SDU,RBR,3.8,361.49,855.42,1314.85,Baixa,67,44%,AeroBrasil Connect
6111,2020-06-17,SDU,PLU,2.0,356.12,887.9,1466.91,Média,82,59%,AeroBrasil Connect
6112,2021-02-20,CGB,CWB,3.5,1895.16,4270.2,7516.02,Altíssima,6,58%,AeroBrasil Connect
6113,2020-06-20,GIG,AJU,5.0,908.42,1979.48,3950.76,Média,42,53%,AeroBrasil Connect
6114,2023-03-20,VIX,SLZ,4.1,811.49,1738.0,3294.9,Baixa,76,85%,AeroBrasil Connect
6115,2021-06-27,BEL,BSB,1.6,333.23,741.8,1225.55,Média,66,59%,AeroBrasil Connect
6116,2023-02-06,PVH,JPA,3.6,1409.22,2993.51,5448.13,Alta,53,83%,AeroBrasil Connect
6117,2024-04-15,GRU,RBR,2.7,449.11,914.9,1610.29,Baixa,8,71%,AeroBrasil Connect
6118,2024-06-12,SLZ,CWB,1.8,544.31,1195.57,2130.42,Média,85,76%,AeroBrasil Connect
6119,2019-06-23,CWB,RBR,4.4,1272.58,2675.69,4813.74,Média,73,90%,AeroBrasil Connect
6120,2022-01-08,RBR,GRU,1.9,591.83,1392.49,2146.85,Alta,68,95%,AeroBrasil Connect
6121,2024-09-15,SDU,CGB,2.8,886.66,2202.14,3162.49,Baixa,4,73%,AeroBrasil Connect
6122,2024-09-14,SSA,THE,2.3,395.03,935.0,1558.83,Baixa,83,81%,AeroBrasil Connect
6123,2022-05-14,CGH,GRU,2.0,416.79,1029.95,1690.92,Baixa,49,65%,AeroBrasil Connect
6124,2023-08-01,POA,CNF,1.4,243.1,570.38,959.01,Baixa,36,83%,AeroBrasil Connect
6125,2021-01-28,GRU,PVH,2.9,626.69,1555.84,2489.68,Alta,35,71%,AeroBrasil Connect
6126,2019-11-06,CGB,SSA,1.9,394.64,956.16,1510.92,Média,15,78%,AeroBrasil Connect
6127,2021-03-27,MAO,RBR,1.1,173.26,409.52,615.74,Baixa,73,64%,AeroBrasil Connect
6128,2021-09-03,SDU,POA,4.7,871.36,1825.75,3114.73,Baixa,31,70%,AeroBrasil Connect
6129,2022-11-20,SSA,RBR,3.7,907.22,2157.2,3961.51,Média,18,76%,AeroBrasil Connect
6130,2021-06-26,PLU,CGH,4.3,1504.53,3711.21,6446.5,Média,5,63%,AeroBrasil Connect
6131,2024-04-16,PLU,FLN,2.5,569.26,1247.83,1998.08,Baixa,73,86%,AeroBrasil Connect
6132,2019-06-23,CGH,CGR,2.7,758.74,1585.01,3209.49,Média,13,68%,AeroBrasil Connect
6133,2019-12-24,SDU,CGB,2.2,922.62,2083.35,3750.59,Altíssima,36,65%,AeroBrasil Connect
6134,2020-06-08,SDU,VIX,1.8,210.53,516.03,812.29,Média,57,38%,AeroBrasil Connect
6135,2020-05-21,CGR,GIG,1.3,199.42,480.97,718.71,Baixa,39,25%,AeroBrasil Connect
6136,2022-12-18,AJU,BSB,4.5,1367.77,3170.52,5432.4,Alta,30,82%,AeroBrasil Connect
6137,2023-04-28,IGZ,RBR,4.8,839.32,1689.93,3714.76,Baixa,71,81%,AeroBrasil Connect
6138,2023-05-11,PLU,FLN,3.0,962.1,2334.09,4212.23,Baixa,8,79%,AeroBrasil Connect
6139,2023-06-16,AJU,CGB,3.4,1021.09,2166.81,4336.98,Média,25,68%,AeroBrasil Connect
6140,2021-11-25,PVH,MAO,3.5,653.63,1414.74,2848.24,Média,90,70%,AeroBrasil Connect
6141,2023-05-09,PVH,RBR,3.9,663.41,1597.67,2636.59,Baixa,31,70%,AeroBrasil Connect
6142,2021-11-13,SSA,CGB,1.1,260.24,629.72,1170.7,Média,73,54%,AeroBrasil Connect
6143,2023-04-15,CWB,PVH,5.0,890.84,2022.07,3737.14,Baixa,71,67%,AeroBrasil Connect
6144,2020-08-17,CGH,SDU,1.4,166.96,356.27,700.89,Baixa,67,20%,AeroBrasil Connect
6145,2021-05-11,POA,PLU,5.0,813.39,1663.13,3519.86,Baixa,53,61%,AeroBrasil Connect
6146,2024-02-19,CGB,SSA,1.3,594.5,1390.88,2159.14,Altíssima,48,73%,AeroBrasil Connect
6147,2021-09-21,BSB,GIG,2.6,334.48,815.79,1174.34,Baixa,57,59%,AeroBrasil Connect
6148,2019-01-18,JPA,THE,4.0,1552.76,3337.17,6657.04,Alta,62,94%,AeroBrasil Connect
6149,2021-04-15,VIX,FOR,1.6,289.52,718.68,1211.6,Baixa,56,60%,AeroBrasil Connect
6150,2019-05-19,POA,CNF,2.1,564.13,1267.11,2055.2,Baixa,7,88%,AeroBrasil Connect
6151,2022-12-28,GIG,AJU,3.7,1523.59,3114.53,5346.82,Altíssima,62,79%,AeroBrasil Connect
6152,2020-06-23,REC,VIX,4.9,651.5,1609.0,2484.62,Média,30,57%,AeroBrasil Connect
6153,2024-06-22,GIG,RBR,2.2,813.09,2001.32,3196.73,Média,4,86%,AeroBrasil Connect
6154,2022-03-08,AJU,VIX,4.1,901.92,1840.58,3630.03,Baixa,68,94%,AeroBrasil Connect
6155,2023-03-04,PLU,IGZ,4.0,609.99,1423.14,2602.7,Baixa,89,92%,AeroBrasil Connect
6156,2021-06-18,CGB,RBR,3.7,840.72,1836.36,3524.54,Média,7,74%,AeroBrasil Connect
6157,2022-07-19,CGR,CWB,2.9,1057.29,2425.2,4104.5,Alta,49,91%,AeroBrasil Connect
6158,2022-01-06,THE,RBR,2.9,1345.79,2832.41,4748.56,Alta,65,90%,AeroBrasil Connect
6159,2022-02-05,SDU,FLN,4.4,1435.34,3146.58,6311.08,Alta,57,91%,AeroBrasil Connect
6160,2023-11-25,CGR,FOR,2.9,838.6,1951.31,3157.79,Média,74,81%,AeroBrasil Connect
6161,2022-09-11,IGZ,CGB,2.2,434.77,1025.12,1809.02,Baixa,82,65%,AeroBrasil Connect
6162,2023-09-19,SSA,JPA,4.9,1200.63,2443.47,4294.81,Baixa,32,92%,AeroBrasil Connect
6163,2024-04-07,IGZ,CGH,4.7,889.16,2220.95,3378.5,Baixa,63,68%,AeroBrasil Connect
6164,2024-09-25,CNF,CWB,2.0,341.27,711.27,1202.91,Baixa,38,65%,AeroBrasil Connect
6165,2021-11-25,PLU,RBR,2.2,415.94,982.61,1753.69,Média,29,62%,AeroBrasil Connect
6166,2022-05-27,SDU,SLZ,1.2,209.21,445.33,907.16,Baixa,58,72%,AeroBrasil Connect
6167,2022-05-26,BSB,SDU,1.5,326.85,714.97,1364.35,Baixa,88,78%,AeroBrasil Connect
6168,2023-01-23,THE,PLU,2.3,905.01,2111.68,3255.14,Alta,18,65%,AeroBrasil Connect
6169,2022-01-17,JPA,GRU,2.8,967.32,2048.29,4315.77,Alta,9,69%,AeroBrasil Connect
6170,2023-12-15,VIX,BSB,1.6,745.91,1575.99,3072.61,Alta,52,78%,AeroBrasil Connect
6171,2023-12-26,CWB,CGH,1.4,641.25,1385.94,2418.18,Altíssima,49,81%,AeroBrasil Connect
6172,2019-12-10,CGR,FLN,2.4,690.89,1419.95,2722.9,Alta,76,80%,AeroBrasil Connect
6173,2024-10-28,SSA,BSB,2.6,503.19,1173.92,1977.69,Baixa,55,81%,AeroBrasil Connect
6174,2020-12-23,IGZ,SLZ,1.6,405.17,987.9,1799.3,Altíssima,34,47%,AeroBrasil Connect
6175,2022-02-08,POA,BSB,3.7,1406.1,2958.99,5700.87,Alta,76,87%,AeroBrasil Connect
6176,2019-04-01,CGH,BEL,3.7,984.95,2451.76,4079.51,Baixa,51,93%,AeroBrasil Connect
6177,2022-10-04,CGB,SSA,2.0,488.12,1034.71,1876.14,Baixa,79,88%,AeroBrasil Connect
6178,2019-09-16,CGR,FLN,1.7,283.88,571.69,1011.62,Baixa,56,73%,AeroBrasil Connect
6179,2022-11-23,GIG,AJU,2.4,520.95,1201.41,2196.15,Média,50,67%,AeroBrasil Connect
6180,2023-12-18,CWB,SSA,1.8,541.77,1088.23,1937.83,Alta,16,77%,AeroBrasil Connect
6181,2019-09-16,THE,CNF,4.5,934.09,2201.3,3628.74,Baixa,61,91%,AeroBrasil Connect
6182,2019-03-11,GIG,BEL,1.7,399.86,992.48,1767.4,Baixa,51,91%,AeroBrasil Connect
6183,2023-11-03,BSB,BEL,1.3,366.03,877.42,1570.33,Média,10,70%,AeroBrasil Connect
6184,2023-04-26,REC,THE,2.8,365.5,773.93,1337.63,Baixa,51,86%,AeroBrasil Connect
6185,2023-10-15,PVH,CGR,2.4,442.4,1094.94,1877.46,Baixa,61,79%,AeroBrasil Connect
6186,2024-05-21,SDU,GRU,3.2,561.06,1157.58,2397.18,Baixa,19,76%,AeroBrasil Connect
6187,2023-05-24,GRU,REC,3.3,482.52,1201.46,2142.8,Baixa,90,74%,AeroBrasil Connect
6188,2023-09-28,MAO,IGZ,2.3,446.03,964.26,1988.63,Baixa,19,94%,AeroBrasil Connect
6189,2023-12-09,BSB,FOR,3.0,1336.09,3268.55,5681.56,Alta,11,94%,AeroBrasil Connect
6190,2024-04-05,CNF,SSA,3.1,518.99,1087.23,2155.07,Baixa,32,68%,AeroBrasil Connect
6191,2019-06-14,SDU,RBR,4.6,1167.44,2477.38,4249.11,Média,87,68%,AeroBrasil Connect
6192,2020-12-28,CWB,SLZ,3.9,1272.8,2781.34,5259.31,Altíssima,29,27%,AeroBrasil Connect
6193,2024-03-03,SDU,GIG,1.4,291.19,678.86,1033.38,Baixa,75,95%,AeroBrasil Connect
6194,2022-10-19,REC,POA,1.8,383.62,921.73,1574.65,Baixa,10,91%,AeroBrasil Connect
6195,2024-11-20,THE,CWB,4.3,842.78,1923.14,3503.55,Média,67,65%,AeroBrasil Connect
6196,2024-12-17,RBR,SDU,3.2,1178.1,2735.72,5295.96,Alta,42,71%,AeroBrasil Connect
6197,2023-07-06,THE,POA,4.5,1165.15,2900.45,4689.33,Alta,73,87%,AeroBrasil Connect
6198,2022-08-22,AJU,CWB,3.0,595.15,1243.38,2251.87,Baixa,65,82%,AeroBrasil Connect
6199,2021-05-06,REC,RBR,2.4,418.45,893.77,1578.96,Baixa,83,73%,AeroBrasil Connect
6200,2024-12-25,AJU,FOR,3.7,2832.12,6948.93,10636.44,Altíssima,7,83%,AeroBrasil Connect
6201,2020-03-21,MAO,THE,3.3,310.83,711.27,1328.94,Baixa,61,39%,AeroBrasil Connect
6202,2020-07-07,RBR,CGB,3.4,560.96,1264.82,2197.04,Alta,52,59%,AeroBrasil Connect
