ID_Voo,Data_Partida,Origem,Destino,Duracao_Horas,Preco_Economica,Preco_Executiva,Preco_Premium,Temporada,Antecedencia_Dias,Lotacao_Media,Companhia,Tipo_Rota,Tamanho_Aviao
5182,2022-02-01,REC,CGH,2.0,384.42,615.07,845.72,Normal,4,82%,Air Regional Connect,Hub-Regional,ATR72
5183,2024-02-26,POA,IGZ,1.4,302.26,483.62,664.97,Normal,21,84%,Air Regional Connect,Hub-Regional,E190
5184,2023-07-02,GRU,VIX,1.1,264.72,423.55,582.38,Alta,26,79%,Air Regional Connect,Hub-Regional,CRJ900
5185,2019-12-04,REC,PMW,1.6,406.08,649.73,893.38,Alta,4,75%,Air Regional Connect,Hub-Regional,E195
5186,2019-12-02,PVH,SDU,2.4,480.16,768.26,1056.35,Alta,37,90%,Air Regional Connect,Regional-Regional,CRJ900
5187,2022-05-09,FOR,VIX,2.0,446.92,715.07,983.22,Normal,44,90%,Air Regional Connect,Hub-Regional,CRJ900
5188,2021-03-10,PMW,RBR,1.9,215.64,345.02,474.41,Normal,45,80%,Air Regional Connect,Regional-Regional,E190
5189,2020-03-19,CGR,UBA,1.8,224.11,358.58,493.04,Normal,28,61%,Air Regional Connect,Regional-Regional,E195
5190,2021-11-27,BSB,VIX,1.7,391.69,626.7,861.72,Normal,40,80%,Air Regional Connect,Hub-Regional,E195
5191,2023-12-12,POA,THE,0.9,181.41,290.26,399.1,Alta,10,72%,Air Regional Connect,Hub-Regional,CRJ900
5192,2021-11-18,GRU,JPA,2.1,381.49,610.38,839.28,Normal,35,75%,Air Regional Connect,Hub-Regional,ATR72
5193,2019-01-10,POA,CGH,2.1,485.19,776.3,1067.42,Alta,25,89%,Air Regional Connect,Hub-Regional,ATR72
5194,2020-01-15,FOR,TBT,1.3,278.71,445.94,613.16,Alta,3,69%,Air Regional Connect,Hub-Regional,CRJ900
5195,2023-10-03,REC,CGH,2.2,498.36,797.38,1096.39,Normal,18,81%,Air Regional Connect,Hub-Regional,CRJ900
5196,2022-09-08,BSB,SOD,1.6,328.02,524.83,721.64,Normal,35,78%,Air Regional Connect,Hub-Regional,CRJ900
5197,2021-07-17,PLU,RBR,0.8,165.05,264.08,363.11,Alta,5,69%,Air Regional Connect,Regional-Regional,E190
5198,2021-12-01,REC,QDV,1.8,415.37,664.59,913.81,Alta,22,62%,Air Regional Connect,Hub-Regional,E190
5199,2023-09-12,GRU,IGZ,1.8,269.41,431.06,592.7,Normal,41,81%,Air Regional Connect,Hub-Regional,E195
5200,2023-06-05,REC,BPS,1.4,353.99,566.38,778.78,Alta,9,82%,Air Regional Connect,Hub-Regional,CRJ900
5201,2019-06-26,PMW,AJU,1.6,432.76,692.42,952.07,Alta,3,79%,Air Regional Connect,Regional-Regional,ATR72
5202,2023-11-02,REC,JPA,1.3,168.61,269.78,370.94,Normal,16,90%,Air Regional Connect,Hub-Regional,E190
5203,2019-07-11,REC,IGZ,1.2,294.87,471.79,648.71,Alta,35,76%,Air Regional Connect,Hub-Regional,CRJ900
5204,2021-04-15,POA,SDU,1.2,279.89,447.82,615.76,Normal,3,68%,Air Regional Connect,Hub-Regional,ATR72
5205,2022-03-12,PMW,CGH,1.2,242.63,388.21,533.79,Normal,42,71%,Air Regional Connect,Regional-Regional,ATR72
5206,2021-06-21,REC,RBR,1.3,262.24,419.58,576.93,Alta,43,76%,Air Regional Connect,Hub-Regional,ATR72
5207,2021-11-16,GRU,PMW,1.1,136.6,218.56,300.52,Normal,18,73%,Air Regional Connect,Hub-Regional,E195
5208,2022-12-26,GRU,XAP,2.2,585.85,937.36,1288.87,Alta,43,88%,Air Regional Connect,Hub-Regional,ATR72
5209,2020-05-12,PMW,PLU,0.9,120.0,200.0,300.0,Normal,25,68%,Air Regional Connect,Regional-Regional,E195
5210,2019-03-14,POA,IGZ,1.0,195.24,312.38,429.53,Normal,17,87%,Air Regional Connect,Hub-Regional,CRJ900
5211,2021-06-05,BSB,PVH,0.9,193.08,308.93,424.78,Alta,29,65%,Air Regional Connect,Hub-Regional,E195
5212,2019-10-11,POA,THE,2.2,593.91,950.26,1306.6,Normal,41,80%,Air Regional Connect,Hub-Regional,ATR72
5213,2020-02-26,CGR,RBR,1.2,261.84,418.94,576.05,Normal,33,51%,Air Regional Connect,Regional-Regional,E195
5214,2022-01-05,BSB,PLU,1.6,481.04,769.66,1058.29,Alta,40,83%,Air Regional Connect,Hub-Regional,CRJ900
5215,2021-08-08,REC,SDU,1.7,318.34,509.34,700.35,Normal,37,80%,Air Regional Connect,Hub-Regional,E190
5216,2024-10-27,BSB,PVH,0.8,120.0,200.0,300.0,Normal,16,83%,Air Regional Connect,Hub-Regional,E190
5217,2022-10-27,GRU,CXJ,1.0,219.61,351.38,483.14,Normal,30,85%,Air Regional Connect,Hub-Regional,CRJ900
5218,2023-05-02,POA,SDU,1.0,135.73,217.17,300.0,Normal,12,86%,Air Regional Connect,Hub-Regional,E195
5219,2021-03-23,GRU,TBT,1.3,201.25,322.0,442.75,Normal,16,80%,Air Regional Connect,Hub-Regional,E195
5220,2024-08-27,SOD,BPS,1.1,151.66,242.66,333.65,Normal,3,71%,Air Regional Connect,Regional-Regional,ATR72
5221,2023-06-12,UBA,RBR,2.0,468.85,750.16,1031.47,Alta,5,74%,Air Regional Connect,Regional-Regional,CRJ900
5222,2023-11-16,BSB,RBR,0.9,129.96,207.94,300.0,Normal,13,82%,Air Regional Connect,Hub-Regional,ATR72
5223,2024-10-05,CGR,IGZ,1.8,416.29,666.06,915.84,Normal,37,83%,Air Regional Connect,Regional-Regional,E190
5224,2021-05-03,BPS,XAP,1.7,215.47,344.75,474.03,Normal,29,76%,Air Regional Connect,Regional-Regional,E190
5225,2023-07-26,BSB,CGR,2.5,491.76,786.82,1081.87,Alta,22,89%,Air Regional Connect,Hub-Regional,ATR72
5226,2024-01-28,POA,CXJ,2.4,597.43,955.89,1314.35,Alta,4,84%,Air Regional Connect,Hub-Regional,E195
5227,2021-03-07,FOR,SOD,1.3,316.72,506.75,696.78,Normal,33,64%,Air Regional Connect,Hub-Regional,ATR72
5228,2024-04-28,GRU,THE,2.3,521.12,833.79,1146.46,Normal,16,83%,Air Regional Connect,Hub-Regional,ATR72
5229,2019-01-23,GRU,AJU,0.8,120.0,200.0,300.0,Alta,41,82%,Air Regional Connect,Hub-Regional,ATR72
5230,2019-11-10,SOD,SLZ,1.0,158.13,253.01,347.89,Normal,44,88%,Air Regional Connect,Regional-Regional,E190
5231,2022-06-18,BSB,THE,2.4,464.92,743.87,1022.82,Alta,25,70%,Air Regional Connect,Hub-Regional,E190
5232,2024-02-26,POA,CGH,2.4,413.48,661.57,909.66,Normal,8,71%,Air Regional Connect,Hub-Regional,ATR72
5233,2022-08-05,GRU,QDV,1.2,213.47,341.55,469.63,Normal,3,83%,Air Regional Connect,Hub-Regional,ATR72
5234,2019-03-22,FOR,QDV,1.4,270.22,432.35,594.48,Normal,6,72%,Air Regional Connect,Hub-Regional,ATR72
5235,2019-07-02,FOR,THE,1.0,178.95,286.32,393.69,Alta,9,87%,Air Regional Connect,Hub-Regional,E195
5236,2019-03-11,GRU,CXJ,2.4,561.83,898.93,1236.03,Normal,21,89%,Air Regional Connect,Hub-Regional,E190
5237,2023-11-17,BSB,SLZ,1.8,402.45,643.92,885.39,Normal,20,79%,Air Regional Connect,Hub-Regional,CRJ900
5238,2020-10-20,REC,QDV,1.5,143.52,229.63,315.74,Normal,13,59%,Air Regional Connect,Hub-Regional,E190
5239,2021-02-13,POA,CGB,2.5,450.86,721.38,991.89,Normal,30,77%,Air Regional Connect,Hub-Regional,ATR72
5240,2023-12-13,SDU,RBR,2.4,544.19,870.7,1197.22,Alta,11,80%,Air Regional Connect,Regional-Regional,E190
5241,2022-07-16,GRU,RBR,1.1,268.68,429.89,591.1,Alta,45,70%,Air Regional Connect,Hub-Regional,CRJ900
5242,2024-07-04,AJU,PLU,1.9,386.52,618.43,850.34,Alta,20,78%,Air Regional Connect,Regional-Regional,ATR72
5243,2020-02-19,GRU,XAP,0.8,120.0,200.0,300.0,Normal,3,61%,Air Regional Connect,Hub-Regional,ATR72
5244,2022-01-21,FOR,IGZ,2.3,372.98,596.77,820.56,Alta,31,87%,Air Regional Connect,Hub-Regional,E190
5245,2020-06-04,FOR,THE,2.2,406.12,649.79,893.46,Alta,29,53%,Air Regional Connect,Hub-Regional,ATR72
5246,2023-12-15,GRU,SLZ,1.8,269.4,431.04,592.68,Alta,45,87%,Air Regional Connect,Hub-Regional,ATR72
5247,2019-02-14,FOR,CGB,1.8,329.23,526.77,724.31,Normal,7,86%,Air Regional Connect,Hub-Regional,ATR72
5248,2019-02-14,BSB,TBT,1.5,280.03,448.05,616.07,Normal,25,88%,Air Regional Connect,Hub-Regional,E190
5249,2019-01-28,GRU,AJU,1.6,246.19,393.9,541.62,Alta,30,90%,Air Regional Connect,Hub-Regional,ATR72
5250,2021-08-23,POA,JPA,2.4,541.46,866.34,1191.21,Normal,44,72%,Air Regional Connect,Hub-Regional,E190
5251,2023-12-13,POA,CXJ,2.2,374.96,599.94,824.91,Alta,18,88%,Air Regional Connect,Hub-Regional,E195
5252,2019-09-10,REC,BPS,2.3,454.26,726.82,999.37,Normal,38,70%,Air Regional Connect,Hub-Regional,E195
5253,2019-12-08,BSB,PMW,1.6,430.03,688.05,946.07,Alta,32,88%,Air Regional Connect,Hub-Regional,CRJ900
5254,2019-03-19,GRU,XAP,1.7,385.42,616.67,847.92,Normal,32,73%,Air Regional Connect,Hub-Regional,E195
5255,2022-04-20,FOR,THE,2.1,325.83,521.33,716.83,Normal,13,71%,Air Regional Connect,Hub-Regional,ATR72
5256,2022-09-21,FOR,PMW,1.3,291.2,465.92,640.64,Normal,11,71%,Air Regional Connect,Hub-Regional,E195
5257,2021-10-27,CXJ,VIX,1.7,199.03,318.45,437.87,Normal,40,74%,Air Regional Connect,Regional-Regional,E195
5258,2023-04-04,BSB,CGH,1.2,161.38,258.21,355.04,Normal,22,75%,Air Regional Connect,Hub-Regional,E190
5259,2022-10-12,GRU,SOD,2.4,492.46,787.94,1083.41,Normal,13,79%,Air Regional Connect,Hub-Regional,ATR72
5260,2021-05-16,FOR,NVT,1.4,219.16,350.66,482.15,Normal,15,69%,Air Regional Connect,Hub-Regional,CRJ900
5261,2020-05-08,TBT,JPA,1.4,160.85,257.36,353.87,Normal,16,62%,Air Regional Connect,Regional-Regional,E195
5262,2022-07-21,BSB,QDV,1.7,367.75,588.4,809.05,Alta,15,87%,Air Regional Connect,Hub-Regional,E190
5263,2024-06-07,REC,NVT,1.1,199.57,319.31,439.05,Alta,22,71%,Air Regional Connect,Hub-Regional,ATR72
5264,2022-04-08,FOR,PVH,1.0,248.72,397.95,547.18,Normal,10,77%,Air Regional Connect,Hub-Regional,CRJ900
5265,2020-03-05,FOR,PMW,0.8,153.97,246.35,338.73,Normal,41,65%,Air Regional Connect,Hub-Regional,CRJ900
5266,2020-03-10,REC,THE,1.0,120.0,200.0,300.0,Normal,27,62%,Air Regional Connect,Hub-Regional,E190
5267,2024-02-02,CGH,RBR,0.9,120.0,200.0,300.0,Normal,29,89%,Air Regional Connect,Regional-Regional,E190
5268,2023-03-21,BPS,PVH,2.1,477.89,764.62,1051.36,Normal,7,75%,Air Regional Connect,Regional-Regional,ATR72
5269,2022-01-15,BSB,CGB,0.9,167.84,268.54,369.25,Alta,28,88%,Air Regional Connect,Hub-Regional,CRJ900
5270,2022-10-19,GRU,JPA,0.9,126.81,202.9,300.0,Normal,14,83%,Air Regional Connect,Hub-Regional,CRJ900
5271,2019-11-22,GRU,PMW,1.3,188.69,301.9,415.12,Normal,34,83%,Air Regional Connect,Hub-Regional,E195
5272,2020-12-17,GRU,SLZ,2.3,296.28,474.05,651.82,Alta,34,68%,Air Regional Connect,Hub-Regional,E190
5273,2020-10-05,POA,AJU,0.8,137.41,219.86,302.3,Normal,39,69%,Air Regional Connect,Hub-Regional,CRJ900
5274,2021-03-09,BSB,THE,1.9,299.4,479.04,658.68,Normal,12,61%,Air Regional Connect,Hub-Regional,ATR72
5275,2019-10-02,PVH,SLZ,1.2,294.24,470.78,647.33,Normal,32,82%,Air Regional Connect,Regional-Regional,E195
5276,2024-07-08,QDV,TBT,2.4,471.05,753.68,1036.31,Alta,27,86%,Air Regional Connect,Regional-Regional,ATR72
5277,2019-02-20,GRU,SLZ,0.9,190.05,304.08,418.11,Normal,43,74%,Air Regional Connect,Hub-Regional,E190
5278,2023-10-23,BSB,CGB,1.6,366.03,585.65,805.27,Normal,35,87%,Air Regional Connect,Hub-Regional,CRJ900
5279,2022-10-26,BSB,JPA,1.5,367.72,588.35,808.98,Normal,44,89%,Air Regional Connect,Hub-Regional,E190
5280,2019-10-01,CXJ,SOD,0.9,137.3,219.68,302.06,Normal,27,85%,Air Regional Connect,Regional-Regional,E195
5281,2024-04-12,BSB,UBA,1.7,416.95,667.12,917.29,Normal,36,82%,Air Regional Connect,Hub-Regional,E190
5282,2023-05-22,REC,AJU,1.4,374.05,598.48,822.91,Normal,41,70%,Air Regional Connect,Hub-Regional,E195
5283,2020-06-21,FOR,SDU,0.9,148.24,237.18,326.13,Alta,9,57%,Air Regional Connect,Hub-Regional,CRJ900
5284,2023-02-07,GRU,SDU,2.1,317.05,507.28,697.51,Normal,12,73%,Air Regional Connect,Hub-Regional,CRJ900
5285,2024-03-26,FOR,PVH,1.3,315.05,504.08,693.11,Normal,3,79%,Air Regional Connect,Hub-Regional,ATR72
5286,2022-01-17,BSB,CXJ,2.4,541.39,866.22,1191.06,Alta,41,72%,Air Regional Connect,Hub-Regional,E190
5287,2020-05-04,BSB,QDV,1.6,243.54,389.66,535.79,Normal,4,50%,Air Regional Connect,Hub-Regional,ATR72
5288,2023-03-06,FOR,UBA,1.2,184.52,295.23,405.94,Normal,9,86%,Air Regional Connect,Hub-Regional,E195
5289,2019-10-13,FOR,CGH,1.0,190.65,305.04,419.43,Normal,44,79%,Air Regional Connect,Hub-Regional,E195
5290,2019-03-07,REC,THE,1.8,237.27,379.63,521.99,Normal,13,82%,Air Regional Connect,Hub-Regional,E190
5291,2021-02-06,REC,SLZ,1.1,128.08,204.93,300.0,Normal,29,77%,Air Regional Connect,Hub-Regional,E195
5292,2022-06-03,FOR,XAP,2.2,410.56,656.9,903.23,Alta,17,73%,Air Regional Connect,Hub-Regional,CRJ900
5293,2020-09-14,BSB,AJU,0.9,124.06,200.0,300.0,Normal,44,55%,Air Regional Connect,Hub-Regional,ATR72
5294,2020-05-26,IGZ,UBA,1.5,157.41,251.86,346.3,Normal,24,59%,Air Regional Connect,Regional-Regional,CRJ900
5295,2024-09-26,THE,NVT,2.1,295.7,473.12,650.54,Normal,13,73%,Air Regional Connect,Regional-Regional,CRJ900
5296,2019-06-13,FOR,BPS,2.4,565.47,904.75,1244.03,Alta,10,80%,Air Regional Connect,Hub-Regional,ATR72
5297,2019-08-19,REC,CGB,2.0,279.48,447.17,614.86,Normal,40,78%,Air Regional Connect,Hub-Regional,E195
5298,2024-12-21,FOR,NVT,1.8,418.81,670.1,921.38,Alta,45,77%,Air Regional Connect,Hub-Regional,ATR72
5299,2022-06-18,GRU,THE,1.3,248.58,397.73,546.88,Alta,15,77%,Air Regional Connect,Hub-Regional,E190
5300,2020-12-04,THE,XAP,1.3,261.54,418.46,575.39,Alta,30,62%,Air Regional Connect,Regional-Regional,CRJ900
5301,2022-12-23,FOR,VIX,1.5,312.96,500.74,688.51,Alta,6,74%,Air Regional Connect,Hub-Regional,ATR72
5302,2021-01-19,POA,UBA,0.9,241.94,387.1,532.27,Alta,22,75%,Air Regional Connect,Hub-Regional,E190
5303,2019-03-06,GRU,THE,1.5,189.0,302.4,415.8,Normal,6,83%,Air Regional Connect,Hub-Regional,E190
5304,2024-09-14,POA,CGR,1.8,421.75,674.8,927.85,Normal,10,86%,Air Regional Connect,Hub-Regional,ATR72
5305,2024-03-07,CGR,QDV,1.3,236.89,379.02,521.16,Normal,30,83%,Air Regional Connect,Regional-Regional,E190
5306,2024-11-09,POA,AJU,1.5,365.76,585.22,804.67,Normal,8,83%,Air Regional Connect,Hub-Regional,E190
5307,2021-07-16,POA,QDV,0.9,173.01,276.82,380.62,Alta,14,61%,Air Regional Connect,Hub-Regional,CRJ900
5308,2023-06-10,BSB,JPA,1.6,470.45,752.72,1034.99,Alta,13,88%,Air Regional Connect,Hub-Regional,E195
5309,2019-02-18,CXJ,PMW,1.6,212.52,340.03,467.54,Normal,19,71%,Air Regional Connect,Regional-Regional,CRJ900
5310,2019-11-10,BPS,SLZ,2.2,534.47,855.15,1175.83,Normal,45,80%,Air Regional Connect,Regional-Regional,CRJ900
5311,2021-12-12,POA,SDU,2.4,569.44,911.1,1252.77,Alta,15,77%,Air Regional Connect,Hub-Regional,E190
5312,2022-03-21,BSB,SOD,0.9,139.54,223.26,306.99,Normal,11,82%,Air Regional Connect,Hub-Regional,E195
5313,2019-01-21,GRU,SLZ,1.4,401.31,642.1,882.88,Alta,15,89%,Air Regional Connect,Hub-Regional,CRJ900
5314,2021-08-26,POA,NVT,1.0,197.4,315.84,434.28,Normal,23,65%,Air Regional Connect,Hub-Regional,CRJ900
5315,2024-02-14,GRU,PVH,1.0,184.85,295.76,406.67,Normal,14,78%,Air Regional Connect,Hub-Regional,E195
5316,2024-09-24,REC,JPA,2.5,463.96,742.34,1020.71,Normal,9,81%,Air Regional Connect,Hub-Regional,E190
5317,2024-09-03,REC,PVH,1.4,300.81,481.3,661.78,Normal,21,81%,Air Regional Connect,Hub-Regional,E195
5318,2024-06-21,POA,CGB,2.2,481.91,771.06,1060.2,Alta,26,76%,Air Regional Connect,Hub-Regional,ATR72
5319,2023-02-08,CXJ,PLU,1.2,313.77,502.03,690.29,Normal,21,90%,Air Regional Connect,Regional-Regional,E195
5320,2019-11-05,FOR,PVH,2.4,390.51,624.82,859.12,Normal,3,90%,Air Regional Connect,Hub-Regional,E195
5321,2024-05-08,REC,RBR,0.8,136.34,218.14,300.0,Normal,32,76%,Air Regional Connect,Hub-Regional,E195
5322,2019-06-28,BSB,VIX,1.6,262.35,419.76,577.17,Alta,24,86%,Air Regional Connect,Hub-Regional,ATR72
5323,2022-12-10,POA,NVT,1.9,372.55,596.08,819.61,Alta,12,70%,Air Regional Connect,Hub-Regional,E190
5324,2024-06-25,FOR,QDV,1.0,157.44,251.9,346.37,Alta,22,80%,Air Regional Connect,Hub-Regional,ATR72
5325,2021-11-09,GRU,CGR,2.4,400.29,640.46,880.64,Normal,11,79%,Air Regional Connect,Hub-Regional,CRJ900
5326,2024-12-17,BSB,AJU,1.5,464.68,743.49,1022.3,Alta,3,84%,Air Regional Connect,Hub-Regional,E195
5327,2020-12-06,REC,BPS,1.1,260.37,416.59,572.81,Alta,43,53%,Air Regional Connect,Hub-Regional,ATR72
5328,2021-11-21,GRU,TBT,1.1,213.71,341.94,470.16,Normal,24,67%,Air Regional Connect,Hub-Regional,CRJ900
5329,2019-06-22,GRU,VIX,1.8,394.29,630.86,867.44,Alta,41,74%,Air Regional Connect,Hub-Regional,CRJ900
5330,2023-11-12,BPS,TBT,1.9,311.71,498.74,685.76,Normal,29,70%,Air Regional Connect,Regional-Regional,CRJ900
5331,2022-02-22,POA,RBR,2.5,598.48,957.57,1316.66,Normal,6,82%,Air Regional Connect,Hub-Regional,ATR72
5332,2022-11-21,POA,RBR,1.3,311.72,498.75,685.78,Normal,3,87%,Air Regional Connect,Hub-Regional,ATR72
5333,2024-12-08,REC,TBT,2.4,494.67,791.47,1088.27,Alta,31,77%,Air Regional Connect,Hub-Regional,ATR72
5334,2019-07-27,GRU,JPA,1.3,348.24,557.18,766.13,Alta,7,76%,Air Regional Connect,Hub-Regional,ATR72
5335,2022-10-25,REC,IGZ,1.4,334.95,535.92,736.89,Normal,34,86%,Air Regional Connect,Hub-Regional,E195
5336,2019-05-23,FOR,JPA,1.4,225.18,360.29,495.4,Normal,20,74%,Air Regional Connect,Hub-Regional,E190
5337,2021-04-04,SDU,THE,2.2,426.91,683.06,939.2,Normal,43,65%,Air Regional Connect,Regional-Regional,E190
5338,2024-05-19,UBA,AJU,1.7,221.76,354.82,487.87,Normal,3,76%,Air Regional Connect,Regional-Regional,CRJ900
5339,2020-08-01,SDU,RBR,2.0,229.29,366.86,504.44,Normal,38,70%,Air Regional Connect,Regional-Regional,ATR72
5340,2019-11-01,POA,PLU,1.5,304.46,487.14,669.81,Normal,24,79%,Air Regional Connect,Hub-Regional,E190
5341,2019-07-25,BSB,PLU,1.4,212.53,340.05,467.57,Alta,40,88%,Air Regional Connect,Hub-Regional,E190
5342,2021-12-06,REC,QDV,1.0,171.23,273.97,376.71,Alta,6,61%,Air Regional Connect,Hub-Regional,E195
5343,2022-07-20,POA,IGZ,1.1,309.28,494.85,680.42,Alta,41,74%,Air Regional Connect,Hub-Regional,E195
5344,2024-08-03,REC,AJU,1.3,275.19,440.3,605.42,Normal,3,83%,Air Regional Connect,Hub-Regional,E195
5345,2021-07-21,POA,BPS,1.5,242.23,387.57,532.91,Alta,29,79%,Air Regional Connect,Hub-Regional,CRJ900
5346,2024-04-02,POA,AJU,1.0,160.88,257.41,353.94,Normal,22,82%,Air Regional Connect,Hub-Regional,ATR72
5347,2021-04-07,BSB,IGZ,2.3,455.05,728.08,1001.11,Normal,24,61%,Air Regional Connect,Hub-Regional,E190
5348,2022-09-04,CXJ,UBA,1.2,244.17,390.67,537.17,Normal,23,89%,Air Regional Connect,Regional-Regional,E190
5349,2023-05-27,BSB,AJU,1.4,346.15,553.84,761.53,Normal,43,80%,Air Regional Connect,Hub-Regional,CRJ900
5350,2020-02-27,PMW,SDU,1.4,249.63,399.41,549.19,Normal,37,64%,Air Regional Connect,Regional-Regional,E190
5351,2022-04-07,BPS,CXJ,2.3,416.12,665.79,915.46,Normal,29,80%,Air Regional Connect,Regional-Regional,CRJ900
5352,2022-07-20,GRU,THE,0.9,188.28,301.25,414.22,Alta,4,80%,Air Regional Connect,Hub-Regional,CRJ900
5353,2024-09-21,QDV,VIX,2.3,327.25,523.6,719.95,Normal,39,73%,Air Regional Connect,Regional-Regional,E195
5354,2019-06-22,GRU,PVH,2.2,397.39,635.82,874.26,Alta,13,76%,Air Regional Connect,Hub-Regional,CRJ900
5355,2024-11-28,POA,CGH,1.3,280.51,448.82,617.12,Normal,36,73%,Air Regional Connect,Hub-Regional,E190
5356,2022-08-14,BSB,JPA,2.0,487.46,779.94,1072.41,Normal,40,88%,Air Regional Connect,Hub-Regional,E195
5357,2020-06-01,GRU,CGB,0.9,210.92,337.47,464.02,Alta,36,50%,Air Regional Connect,Hub-Regional,CRJ900
5358,2022-03-18,REC,IGZ,1.6,218.31,349.3,480.28,Normal,26,77%,Air Regional Connect,Hub-Regional,E195
5359,2019-09-25,JPA,QDV,2.3,326.87,522.99,719.11,Normal,4,82%,Air Regional Connect,Regional-Regional,CRJ900
5360,2021-03-17,BSB,VIX,2.4,382.71,612.34,841.96,Normal,45,60%,Air Regional Connect,Hub-Regional,ATR72
5361,2019-10-13,GRU,BPS,1.5,266.07,425.71,585.35,Normal,31,77%,Air Regional Connect,Hub-Regional,CRJ900
5362,2023-01-19,POA,PVH,1.4,358.96,574.34,789.71,Alta,31,71%,Air Regional Connect,Hub-Regional,ATR72
5363,2020-05-26,FOR,QDV,1.8,194.53,311.25,427.97,Normal,3,50%,Air Regional Connect,Hub-Regional,E190
5364,2021-06-09,GRU,XAP,0.8,124.95,200.0,300.0,Alta,5,79%,Air Regional Connect,Hub-Regional,ATR72
5365,2023-11-18,BSB,SDU,1.0,199.59,319.34,439.1,Normal,23,87%,Air Regional Connect,Hub-Regional,CRJ900
5366,2022-06-05,UBA,SDU,1.3,257.86,412.58,567.29,Alta,7,90%,Air Regional Connect,Regional-Regional,E195
5367,2024-06-10,POA,XAP,2.0,390.43,624.69,858.95,Alta,27,80%,Air Regional Connect,Hub-Regional,CRJ900
5368,2021-08-12,IGZ,BPS,1.2,225.46,360.74,496.01,Normal,5,74%,Air Regional Connect,Regional-Regional,E195
5369,2021-06-01,POA,PLU,2.5,355.28,568.45,781.62,Alta,34,71%,Air Regional Connect,Hub-Regional,E195
5370,2022-05-18,FOR,NVT,1.0,227.03,363.25,499.47,Normal,45,77%,Air Regional Connect,Hub-Regional,E195
5371,2024-11-24,POA,CGH,1.5,243.32,389.31,535.3,Normal,4,83%,Air Regional Connect,Hub-Regional,CRJ900
5372,2024-06-27,CXJ,JPA,0.8,169.2,270.72,372.24,Alta,14,79%,Air Regional Connect,Regional-Regional,E190
5373,2021-08-28,BSB,IGZ,1.3,261.9,419.04,576.18,Normal,39,70%,Air Regional Connect,Hub-Regional,ATR72
5374,2023-01-25,REC,PLU,0.9,226.38,362.21,498.04,Alta,28,73%,Air Regional Connect,Hub-Regional,ATR72
5375,2020-01-26,BSB,BPS,2.3,334.6,535.36,736.12,Alta,6,51%,Air Regional Connect,Hub-Regional,E195
5376,2023-05-06,REC,CGR,2.1,280.73,449.17,617.61,Normal,30,89%,Air Regional Connect,Hub-Regional,E195
5377,2019-07-15,FOR,CGB,1.1,295.36,472.58,649.79,Alta,24,90%,Air Regional Connect,Hub-Regional,E190
5378,2023-07-18,FOR,QDV,1.6,232.57,372.11,511.65,Alta,33,73%,Air Regional Connect,Hub-Regional,E190
5379,2020-07-09,REC,IGZ,1.0,189.55,303.28,417.01,Alta,16,53%,Air Regional Connect,Hub-Regional,ATR72
5380,2022-01-24,GRU,CGH,2.1,386.5,618.4,850.3,Alta,44,82%,Air Regional Connect,Hub-Regional,E190
5381,2020-09-07,REC,PMW,1.3,259.07,414.51,569.95,Normal,20,59%,Air Regional Connect,Hub-Regional,E195
5382,2020-09-16,FOR,XAP,1.4,248.28,397.25,546.22,Normal,19,69%,Air Regional Connect,Hub-Regional,E195
5383,2023-06-23,POA,CGH,2.3,465.11,744.18,1023.24,Alta,21,90%,Air Regional Connect,Hub-Regional,ATR72
5384,2024-02-10,REC,JPA,1.3,204.87,327.79,450.71,Normal,35,84%,Air Regional Connect,Hub-Regional,CRJ900
5385,2022-05-07,REC,PLU,1.9,440.16,704.26,968.35,Normal,25,83%,Air Regional Connect,Hub-Regional,CRJ900
5386,2019-12-08,POA,CGB,1.5,458.14,733.02,1007.91,Alta,3,87%,Air Regional Connect,Hub-Regional,E190
5387,2019-01-04,REC,VIX,1.3,187.65,300.24,412.83,Alta,41,73%,Air Regional Connect,Hub-Regional,E190
5388,2021-02-11,POA,BPS,2.1,243.34,389.34,535.35,Normal,40,67%,Air Regional Connect,Hub-Regional,E195
5389,2020-12-18,FOR,QDV,2.3,399.17,638.67,878.17,Alta,6,70%,Air Regional Connect,Hub-Regional,ATR72
5390,2024-10-09,REC,RBR,1.6,264.39,423.02,581.66,Normal,42,72%,Air Regional Connect,Hub-Regional,ATR72
5391,2023-02-07,BSB,AJU,2.4,362.34,579.74,797.15,Normal,10,80%,Air Regional Connect,Hub-Regional,ATR72
5392,2023-03-27,FOR,IGZ,0.9,195.51,312.82,430.12,Normal,17,70%,Air Regional Connect,Hub-Regional,E190
5393,2023-01-17,REC,CGR,1.3,346.37,554.19,762.01,Alta,9,75%,Air Regional Connect,Hub-Regional,E195
5394,2022-04-07,GRU,XAP,1.2,303.61,485.78,667.94,Normal,7,79%,Air Regional Connect,Hub-Regional,ATR72
5395,2020-06-23,FOR,CGR,1.7,199.06,318.5,437.93,Alta,3,63%,Air Regional Connect,Hub-Regional,E190
5396,2021-10-19,POA,CGH,1.8,275.43,440.69,605.95,Normal,4,73%,Air Regional Connect,Hub-Regional,CRJ900
5397,2021-03-09,REC,IGZ,1.8,265.05,424.08,583.11,Normal,36,71%,Air Regional Connect,Hub-Regional,ATR72
