ID_Voo,Data_Partida,Origem,Destino,Duracao_Horas,Preco_Economica,Preco_Executiva,Preco_Premium,Temporada,Antecedencia_Dias,Lotacao_Media,Companhia,Tipo_Voo,Classe_Aviao
4520,2022-03-28,GIG,EZE,11.8,7103.71,21780.17,41874.17,Baixa,29,83%,Global Wings International,Internacional,A350
4521,2024-12-07,POA,FLN,2.0,1676.53,5316.64,9091.86,Alta,55,81%,Global Wings International,Doméstico,B787
4522,2023-01-05,SSA,FOR,2.4,1040.07,3165.1,5557.97,Alta,60,74%,Global Wings International,Doméstico,A350
4523,2024-07-13,SSA,LIS,10.0,7414.03,19612.87,42122.36,Alta,72,82%,Global Wings International,Internacional,B777
4524,2023-11-03,CNF,SSA,2.5,1292.24,4295.59,8881.7,Média,172,72%,Global Wings International,Doméstico,A330
4525,2023-07-20,CNF,JFK,11.3,7873.62,20135.19,55366.27,Alta,75,71%,Global Wings International,Internacional,B777
4526,2023-10-01,CNF,FCO,7.4,4329.69,11829.24,31094.89,Baixa,104,71%,Global Wings International,Internacional,A350
4527,2019-09-01,FOR,MIA,7.4,2848.16,9687.98,21363.1,Baixa,96,85%,Global Wings International,Internacional,A330
4528,2023-12-14,REC,LIS,10.7,7734.16,25082.93,54476.38,Alta,69,78%,Global Wings International,Internacional,A350
4529,2021-11-19,CNF,EZE,9.5,3377.14,8843.31,22705.19,Média,93,46%,Global Wings International,Internacional,B777
4530,2022-07-13,SSA,LIS,9.2,7534.57,22157.22,38505.46,Alta,152,73%,Global Wings International,Internacional,B787
4531,2021-09-18,CNF,LHR,10.8,3877.48,12060.12,26541.27,Baixa,120,57%,Global Wings International,Internacional,B777
4532,2020-10-15,SSA,PTY,7.4,1715.18,5733.8,11526.56,Baixa,26,23%,Global Wings International,Internacional,B777
4533,2024-04-23,POA,PTY,6.5,2747.5,7161.98,15791.55,Baixa,48,74%,Global Wings International,Internacional,B787
4534,2024-11-04,POA,JFK,11.4,7742.96,21398.23,38996.17,Média,163,76%,Global Wings International,Internacional,B777
4535,2024-10-05,GIG,MIA,9.6,3843.33,12378.69,26669.51,Baixa,74,74%,Global Wings International,Internacional,B787
4536,2021-06-02,SSA,POA,3.3,1181.31,3006.03,8342.23,Alta,30,49%,Global Wings International,Doméstico,A330
4537,2019-05-10,CNF,LIS,7.3,2427.77,7147.17,15601.14,Baixa,57,70%,Global Wings International,Internacional,B787
4538,2024-11-06,CNF,CDG,6.6,3263.51,9117.82,21034.94,Média,93,85%,Global Wings International,Internacional,A330
4539,2019-09-20,BSB,SCL,10.9,5371.94,16503.79,38302.96,Baixa,90,70%,Global Wings International,Internacional,A350
4540,2023-04-01,GIG,CDG,10.4,4485.54,14851.9,31923.3,Baixa,88,70%,Global Wings International,Internacional,B787
4541,2021-05-19,BSB,MIA,11.9,2529.47,7289.11,19615.06,Baixa,53,30%,Global Wings International,Internacional,B777
4542,2022-08-19,REC,LIS,9.9,6950.5,23973.46,41855.0,Média,29,84%,Global Wings International,Internacional,A350
4543,2020-06-17,POA,GIG,2.7,582.36,1747.6,3695.67,Alta,41,18%,Global Wings International,Doméstico,A330
4544,2019-05-18,GRU,LIS,7.2,3428.95,8585.5,17567.98,Baixa,82,81%,Global Wings International,Internacional,A350
4545,2023-03-06,GIG,JFK,11.5,7389.12,20328.06,54425.35,Baixa,27,80%,Global Wings International,Internacional,A330
4546,2022-12-14,SSA,BSB,1.9,966.27,3253.21,5169.54,Alta,131,83%,Global Wings International,Doméstico,B777
4547,2023-07-25,GRU,SCL,11.4,7980.29,23045.8,51162.73,Alta,10,71%,Global Wings International,Internacional,B787
4548,2022-08-09,SSA,GRU,3.4,923.23,2499.03,4678.27,Média,154,78%,Global Wings International,Doméstico,B777
4549,2024-04-18,FLN,JFK,6.6,3314.73,8489.36,21650.39,Baixa,175,82%,Global Wings International,Internacional,B787
4550,2023-10-19,GIG,PTY,7.3,3559.6,9581.4,28286.71,Baixa,19,70%,Global Wings International,Internacional,B787
4551,2020-11-26,GRU,FOR,1.6,400.0,1200.0,2500.0,Média,40,29%,Global Wings International,Doméstico,A350
4552,2022-02-02,REC,BSB,2.3,695.3,2081.65,5207.68,Média,96,79%,Global Wings International,Doméstico,A350
4553,2023-11-25,GIG,LHR,6.4,5622.52,15360.16,35743.24,Média,110,83%,Global Wings International,Internacional,B787
4554,2021-08-08,BSB,FCO,10.4,4923.09,15631.12,30735.83,Média,167,43%,Global Wings International,Internacional,A350
4555,2021-04-22,FLN,CDG,7.8,2222.04,6565.57,13184.14,Baixa,156,37%,Global Wings International,Internacional,B777
4556,2022-11-28,CNF,LIS,7.0,4211.21,10643.88,28488.78,Média,40,75%,Global Wings International,Internacional,A350
4557,2021-05-10,SSA,EZE,7.3,1828.66,4789.39,10612.64,Baixa,28,31%,Global Wings International,Internacional,B787
4558,2020-05-28,FOR,EZE,8.6,1133.35,3149.88,6258.58,Baixa,142,24%,Global Wings International,Internacional,A330
4559,2020-12-25,BSB,JFK,7.0,2022.76,7014.13,11189.57,Alta,37,27%,Global Wings International,Internacional,B777
4560,2024-02-23,GIG,MAD,7.9,4302.32,13026.58,27197.19,Média,33,78%,Global Wings International,Internacional,A350
4561,2019-01-22,POA,EZE,11.5,8952.21,29580.6,53538.82,Alta,49,79%,Global Wings International,Internacional,B777
4562,2021-08-23,SSA,FCO,11.6,3893.01,13018.11,19595.21,Média,41,30%,Global Wings International,Internacional,A330
4563,2022-05-02,FLN,MAD,11.5,4313.9,13574.76,33964.75,Baixa,88,84%,Global Wings International,Internacional,A350
4564,2023-06-20,GRU,CNF,2.4,1207.39,3780.6,7504.37,Alta,87,81%,Global Wings International,Doméstico,A330
4565,2022-08-23,GIG,CNF,3.1,1741.72,4984.35,9112.16,Média,9,75%,Global Wings International,Doméstico,A330
4566,2022-11-21,GRU,CDG,9.0,6294.72,19484.4,34546.99,Média,59,81%,Global Wings International,Internacional,B787
4567,2023-12-11,GRU,LHR,8.6,9202.67,25332.48,47361.96,Alta,11,80%,Global Wings International,Internacional,B787
4568,2022-12-16,CNF,PTY,10.5,8800.33,24243.3,54676.2,Alta,41,77%,Global Wings International,Internacional,B777
4569,2019-10-22,FOR,PTY,10.2,3971.21,10406.13,22708.96,Baixa,27,72%,Global Wings International,Internacional,A350
4570,2023-10-26,FLN,BSB,2.3,724.38,2099.11,5236.91,Baixa,15,70%,Global Wings International,Doméstico,B777
4571,2021-04-03,REC,MIA,7.0,2685.65,9142.77,18918.92,Baixa,151,49%,Global Wings International,Internacional,B787
4572,2023-09-18,BSB,MIA,8.8,5140.93,15260.08,26225.0,Baixa,64,70%,Global Wings International,Internacional,A330
4573,2019-07-01,GIG,POA,2.2,940.05,3281.64,5449.53,Alta,155,77%,Global Wings International,Doméstico,B777
4574,2019-09-09,CNF,MAD,8.1,5275.65,14558.79,26612.21,Baixa,38,74%,Global Wings International,Internacional,A350
4575,2023-08-18,GIG,SCL,11.1,7641.52,24832.4,45064.78,Média,149,84%,Global Wings International,Internacional,B787
4576,2022-06-25,POA,MAD,10.8,12679.27,41871.08,64487.9,Alta,101,72%,Global Wings International,Internacional,B787
4577,2023-02-24,CNF,FOR,3.6,1225.05,3933.01,9207.82,Média,27,77%,Global Wings International,Doméstico,B777
4578,2023-02-27,GIG,MIA,10.1,4529.31,13488.22,23468.54,Média,41,78%,Global Wings International,Internacional,A350
4579,2024-09-05,FLN,REC,2.8,691.81,2401.97,5386.13,Baixa,7,82%,Global Wings International,Doméstico,B777
4580,2024-06-11,FLN,SCL,9.2,8955.5,29676.11,63635.77,Alta,66,72%,Global Wings International,Internacional,A350
4581,2019-01-08,GRU,LHR,11.8,9743.91,33784.74,76437.57,Alta,37,82%,Global Wings International,Internacional,A350
4582,2021-04-17,BSB,SCL,10.1,2457.53,7157.47,15030.63,Baixa,25,42%,Global Wings International,Internacional,A350
4583,2019-05-23,BSB,SCL,6.8,3694.35,10696.72,23370.1,Baixa,100,82%,Global Wings International,Internacional,A350
4584,2022-10-16,GIG,LHR,11.8,4722.13,16211.51,33401.3,Baixa,14,85%,Global Wings International,Internacional,A330
4585,2021-07-15,REC,FLN,2.5,1063.0,3554.33,7362.83,Alta,122,31%,Global Wings International,Doméstico,A330
4586,2022-08-20,FLN,LIS,8.3,7014.94,19558.59,48096.15,Média,75,71%,Global Wings International,Internacional,B787
4587,2021-08-26,BSB,MIA,10.0,2640.61,7355.92,18378.04,Média,49,38%,Global Wings International,Internacional,B777
4588,2022-06-22,BSB,FCO,10.9,8170.28,26791.48,46046.97,Alta,12,80%,Global Wings International,Internacional,B777
4589,2024-05-11,BSB,SSA,4.0,1279.34,4066.63,7269.54,Baixa,133,78%,Global Wings International,Doméstico,A350
4590,2022-01-01,GIG,LIS,6.4,3377.38,9498.74,19143.95,Alta,33,82%,Global Wings International,Internacional,A350
4591,2022-05-02,GIG,CDG,11.9,4498.6,13095.89,31689.41,Baixa,162,77%,Global Wings International,Internacional,B777
4592,2019-07-13,REC,LHR,6.5,5800.49,16458.49,44234.09,Alta,140,77%,Global Wings International,Internacional,B787
4593,2022-03-22,GIG,JFK,8.2,4393.04,13692.29,30654.35,Baixa,90,77%,Global Wings International,Internacional,A350
4594,2024-04-24,SSA,PTY,8.0,2773.71,8722.71,15371.02,Baixa,105,71%,Global Wings International,Internacional,B787
4595,2019-07-12,FLN,REC,1.9,741.73,2230.48,4468.77,Alta,39,85%,Global Wings International,Doméstico,B777
4596,2019-06-09,GIG,EZE,8.9,6609.29,16991.84,38312.99,Alta,79,82%,Global Wings International,Internacional,A350
4597,2022-01-21,FOR,FCO,10.3,8258.32,23016.23,51852.93,Alta,65,84%,Global Wings International,Internacional,B777
4598,2020-11-08,FOR,PTY,7.4,1284.64,3602.33,9607.33,Média,139,36%,Global Wings International,Internacional,B777
4599,2023-07-17,GRU,JFK,6.8,6410.28,21066.23,44064.12,Alta,180,77%,Global Wings International,Internacional,A330
4600,2023-08-15,POA,EZE,7.5,4329.63,10949.36,31083.84,Média,125,80%,Global Wings International,Internacional,B787
4601,2024-07-09,GRU,EZE,8.8,6498.23,19564.13,51774.33,Alta,83,83%,Global Wings International,Internacional,B787
4602,2024-06-07,CNF,SCL,6.4,5277.46,13321.89,36640.88,Alta,172,80%,Global Wings International,Internacional,B777
4603,2023-01-13,POA,MIA,6.7,5375.34,16551.58,40592.52,Alta,175,77%,Global Wings International,Internacional,B787
4604,2022-09-08,POA,FCO,7.5,2751.55,8561.77,18733.62,Baixa,134,85%,Global Wings International,Internacional,A330
4605,2019-10-23,POA,REC,3.2,864.09,2250.92,6771.28,Baixa,144,72%,Global Wings International,Doméstico,A330
4606,2024-08-14,BSB,FLN,2.8,984.25,3373.32,7115.26,Média,175,71%,Global Wings International,Doméstico,B777
4607,2022-08-19,FOR,POA,2.0,708.85,2468.22,3831.72,Média,12,80%,Global Wings International,Doméstico,A330
4608,2022-03-19,GRU,LIS,6.8,3257.36,10891.49,16963.18,Baixa,75,74%,Global Wings International,Internacional,A330
4609,2019-12-11,BSB,FCO,8.5,6709.86,22039.18,46437.68,Alta,8,79%,Global Wings International,Internacional,B787
4610,2022-09-22,CNF,SSA,2.4,877.52,2729.79,4863.61,Baixa,170,74%,Global Wings International,Doméstico,B787
4611,2019-09-03,SSA,MIA,6.5,3373.62,10145.36,21777.07,Baixa,172,82%,Global Wings International,Internacional,B777
4612,2019-03-12,GIG,MAD,7.2,3025.9,7979.27,21106.92,Baixa,170,77%,Global Wings International,Internacional,B787
4613,2022-04-08,GRU,JFK,6.1,3254.86,8553.59,16359.92,Baixa,55,75%,Global Wings International,Internacional,B787
4614,2019-04-11,REC,EZE,7.3,3995.5,10738.9,24097.22,Baixa,102,80%,Global Wings International,Internacional,A330
4615,2022-10-28,BSB,CNF,2.2,831.91,2179.29,4777.44,Baixa,78,80%,Global Wings International,Doméstico,A330
4616,2024-12-10,CNF,PTY,6.4,3681.23,11251.29,24248.8,Alta,167,81%,Global Wings International,Internacional,A330
4617,2019-04-25,BSB,CNF,3.4,1264.11,3929.79,9677.28,Baixa,81,85%,Global Wings International,Doméstico,A330
4618,2024-07-13,POA,CNF,1.7,1407.12,3697.07,8190.81,Alta,82,83%,Global Wings International,Doméstico,B787
4619,2024-02-15,GRU,BSB,1.6,644.98,1691.19,4295.73,Média,147,75%,Global Wings International,Doméstico,A330
4620,2021-02-23,CNF,MAD,10.7,4923.67,12837.02,28017.15,Média,172,37%,Global Wings International,Internacional,B787
4621,2024-08-20,CNF,FCO,10.6,7486.75,25119.05,52062.73,Média,150,80%,Global Wings International,Internacional,B777
4622,2019-01-25,REC,GIG,3.1,1349.81,4686.52,8999.24,Alta,166,70%,Global Wings International,Doméstico,B777
4623,2019-11-18,SSA,JFK,10.8,5816.83,18214.84,33853.45,Média,95,77%,Global Wings International,Internacional,A330
4624,2024-02-17,POA,CNF,3.4,1310.87,3788.84,8085.04,Média,44,75%,Global Wings International,Doméstico,B787
4625,2022-12-14,BSB,LHR,10.5,8081.07,20250.96,54540.8,Alta,32,75%,Global Wings International,Internacional,A350
4626,2023-06-19,GIG,MAD,10.7,6828.55,19342.86,45620.44,Alta,174,83%,Global Wings International,Internacional,B777
4627,2021-03-27,REC,FCO,7.4,1947.91,4900.74,14416.34,Baixa,128,39%,Global Wings International,Internacional,A330
4628,2022-12-01,FOR,FCO,9.8,5441.81,16075.58,33608.11,Alta,121,85%,Global Wings International,Internacional,B787
4629,2022-05-18,SSA,BSB,2.2,528.49,1546.39,3009.78,Baixa,56,81%,Global Wings International,Doméstico,B787
4630,2019-02-21,POA,MIA,8.8,4275.55,13157.92,26201.22,Média,154,76%,Global Wings International,Internacional,B787
4631,2019-03-17,FLN,GIG,1.5,570.73,1964.37,2904.81,Baixa,143,85%,Global Wings International,Doméstico,B777
4632,2022-05-20,REC,SSA,1.6,699.54,1988.83,4985.15,Baixa,24,84%,Global Wings International,Doméstico,A330
4633,2022-04-19,GIG,EZE,8.4,4589.68,13875.09,32796.03,Baixa,41,71%,Global Wings International,Internacional,A350
4634,2023-07-21,CNF,EZE,8.8,6491.15,16338.41,35258.18,Alta,124,81%,Global Wings International,Internacional,B787
4635,2024-06-22,CNF,MAD,6.2,3809.58,12968.4,24273.19,Alta,31,80%,Global Wings International,Internacional,A350
4636,2019-11-14,CNF,LIS,8.8,6259.66,16858.22,35645.68,Média,111,72%,Global Wings International,Internacional,A350
4637,2019-03-22,CNF,PTY,9.9,4506.6,15095.54,29781.05,Baixa,179,82%,Global Wings International,Internacional,A350
4638,2019-10-01,FOR,FCO,11.3,3825.96,13383.12,20589.73,Baixa,111,76%,Global Wings International,Internacional,B787
4639,2024-02-08,POA,LHR,10.5,9532.67,24122.84,63737.14,Média,81,85%,Global Wings International,Internacional,B777
4640,2023-08-01,REC,GIG,1.8,1072.01,2917.17,8419.28,Média,176,73%,Global Wings International,Doméstico,A330
4641,2023-12-24,POA,SCL,9.5,6646.79,18625.67,44298.89,Alta,12,72%,Global Wings International,Internacional,B787
4642,2023-06-03,FOR,CDG,11.2,8296.75,26956.34,53383.6,Alta,13,75%,Global Wings International,Internacional,A330
4643,2021-12-05,CNF,MIA,7.3,3639.15,11332.14,22387.68,Alta,128,40%,Global Wings International,Internacional,A350
4644,2023-07-10,BSB,FLN,3.2,1724.21,5345.19,13574.98,Alta,124,85%,Global Wings International,Doméstico,B787
4645,2023-06-06,CNF,MIA,6.2,4133.0,13520.38,21012.73,Alta,59,71%,Global Wings International,Internacional,A350
4646,2023-10-21,FLN,SCL,8.5,2637.32,7719.59,18033.73,Baixa,36,71%,Global Wings International,Internacional,B787
4647,2023-12-07,CNF,FLN,2.8,2069.3,5742.06,10766.48,Alta,64,85%,Global Wings International,Doméstico,A350
4648,2022-05-11,SSA,BSB,2.8,644.81,1767.92,4747.32,Baixa,15,83%,Global Wings International,Doméstico,A330
4649,2019-10-02,GRU,LHR,10.7,4479.84,14297.6,30123.72,Baixa,109,73%,Global Wings International,Internacional,A330
4650,2021-02-08,BSB,CNF,3.1,843.76,2536.42,4711.35,Média,28,48%,Global Wings International,Doméstico,B777
4651,2023-11-08,BSB,CDG,8.0,4941.06,16142.5,33310.06,Média,172,70%,Global Wings International,Internacional,B787
4652,2024-11-01,GIG,MAD,10.8,5326.08,15879.51,40601.67,Média,58,79%,Global Wings International,Internacional,A330
4653,2019-06-03,CNF,JFK,11.3,9884.23,26118.55,50068.9,Alta,47,74%,Global Wings International,Internacional,B787
4654,2019-01-16,CNF,FOR,3.2,1193.37,3749.25,7059.63,Alta,48,84%,Global Wings International,Doméstico,B787
4655,2021-11-01,FOR,EZE,7.5,2853.44,9054.75,18612.36,Média,165,41%,Global Wings International,Internacional,B777
4656,2022-07-18,SSA,PTY,9.2,4986.27,16434.29,32386.3,Alta,81,80%,Global Wings International,Internacional,A330
4657,2021-08-06,FLN,CDG,10.7,4766.61,13092.47,37920.65,Média,27,53%,Global Wings International,Internacional,B777
4658,2021-06-25,SSA,CDG,10.1,3218.59,10671.69,18825.85,Alta,82,36%,Global Wings International,Internacional,A330
4659,2021-01-19,GRU,GIG,3.3,1641.01,5050.99,10968.31,Alta,132,49%,Global Wings International,Doméstico,B777
4660,2023-05-28,BSB,REC,3.4,689.41,2051.48,4651.32,Baixa,49,83%,Global Wings International,Doméstico,A330
4661,2023-05-09,POA,EZE,10.7,5931.42,15110.53,45958.69,Baixa,64,70%,Global Wings International,Internacional,A350
4662,2023-05-12,FOR,LHR,10.9,5177.84,13288.12,31406.83,Baixa,139,76%,Global Wings International,Internacional,B777
4663,2019-06-03,BSB,GRU,3.6,2314.74,6088.87,14204.33,Alta,149,84%,Global Wings International,Doméstico,B787
4664,2019-11-10,BSB,GIG,3.1,888.87,2399.08,6552.28,Média,94,75%,Global Wings International,Doméstico,B787
4665,2022-10-13,SSA,JFK,10.2,4090.68,12466.61,23590.26,Baixa,123,80%,Global Wings International,Internacional,B777
4666,2019-12-16,GIG,FCO,8.3,4443.96,11431.08,28167.35,Alta,110,81%,Global Wings International,Internacional,B787
4667,2021-01-04,POA,SCL,6.3,2401.56,7169.76,17525.08,Alta,26,43%,Global Wings International,Internacional,B777
4668,2023-08-05,CNF,MIA,7.6,3760.17,11825.39,22936.57,Média,97,75%,Global Wings International,Internacional,B777
4669,2024-03-03,FLN,EZE,10.6,6970.97,22447.28,43031.43,Baixa,24,80%,Global Wings International,Internacional,B777
4670,2022-12-12,SSA,PTY,8.2,9587.64,32667.2,57997.66,Alta,20,82%,Global Wings International,Internacional,A350
4671,2023-12-25,CNF,FCO,6.9,5473.04,14564.33,33195.09,Alta,31,83%,Global Wings International,Internacional,B777
4672,2023-04-21,SSA,EZE,7.4,2419.52,6218.01,14928.09,Baixa,86,77%,Global Wings International,Internacional,B777
4673,2023-09-09,GIG,CNF,2.9,1238.95,3611.54,8264.26,Baixa,32,72%,Global Wings International,Doméstico,B777
4674,2022-05-05,POA,GIG,3.1,577.83,1775.46,4247.74,Baixa,83,84%,Global Wings International,Doméstico,A350
4675,2024-11-19,REC,FOR,2.9,1369.4,4412.49,8747.75,Média,156,78%,Global Wings International,Doméstico,B787
4676,2021-05-22,FLN,MAD,8.8,2617.24,7566.93,19946.22,Baixa,31,44%,Global Wings International,Internacional,A350
4677,2021-01-19,SSA,FLN,3.0,1254.51,3962.64,8206.0,Alta,177,39%,Global Wings International,Doméstico,B787
4678,2019-08-18,FOR,BSB,2.3,1117.97,2994.7,7856.78,Média,163,72%,Global Wings International,Doméstico,A330
4679,2021-07-15,REC,SSA,3.6,1627.47,5326.04,12726.21,Alta,109,52%,Global Wings International,Doméstico,A350
4680,2021-07-17,FLN,JFK,10.6,5185.82,16020.02,39791.46,Alta,122,36%,Global Wings International,Internacional,A350
4681,2020-08-06,GRU,EZE,8.1,2696.61,6961.49,13925.45,Média,96,31%,Global Wings International,Internacional,B787
4682,2024-10-22,FOR,FCO,8.4,3638.36,9626.05,23139.99,Baixa,27,76%,Global Wings International,Internacional,A350
4683,2021-02-15,FLN,MIA,10.7,4645.99,14875.07,36335.1,Média,63,50%,Global Wings International,Internacional,A350
4684,2019-02-26,GIG,FCO,6.2,5238.99,16840.43,34007.7,Média,75,79%,Global Wings International,Internacional,A350
4685,2021-09-15,GIG,SSA,3.6,588.86,1886.09,3524.87,Baixa,100,56%,Global Wings International,Doméstico,B787
4686,2019-06-12,BSB,POA,3.6,1461.05,3733.8,11021.85,Alta,19,72%,Global Wings International,Doméstico,A350
4687,2022-09-17,GRU,CNF,3.6,1158.52,3323.77,7149.73,Baixa,142,76%,Global Wings International,Doméstico,A330
4688,2023-10-28,CNF,LIS,8.5,3676.33,10661.37,28494.43,Baixa,7,74%,Global Wings International,Internacional,B777
4689,2019-06-08,SSA,GIG,2.8,1516.43,3978.66,8936.37,Alta,86,83%,Global Wings International,Doméstico,B777
4690,2021-12-07,REC,JFK,8.8,4157.05,13468.88,30032.32,Alta,91,47%,Global Wings International,Internacional,A350
4691,2024-11-12,FLN,JFK,11.6,5840.84,15154.95,43842.79,Média,104,81%,Global Wings International,Internacional,B777
4692,2020-07-14,CNF,LHR,8.3,1952.67,6348.45,14839.46,Alta,8,18%,Global Wings International,Internacional,B787
4693,2019-07-16,POA,MAD,9.4,6209.83,16570.1,44636.0,Alta,167,78%,Global Wings International,Internacional,B777
4694,2022-12-24,REC,SCL,9.0,8245.78,21818.12,58704.47,Alta,54,72%,Global Wings International,Internacional,A330
4695,2023-11-05,SSA,REC,3.2,1227.78,3365.19,8449.83,Média,59,79%,Global Wings International,Doméstico,A350
4696,2019-01-22,REC,GIG,3.7,1496.59,3984.4,8256.07,Alta,48,81%,Global Wings International,Doméstico,B787
4697,2023-12-09,BSB,SCL,6.6,7491.68,19305.7,38044.07,Alta,108,80%,Global Wings International,Internacional,B787
4698,2024-02-21,SSA,JFK,9.1,3951.27,11574.68,24524.73,Média,17,81%,Global Wings International,Internacional,A350
4699,2024-10-21,FOR,MAD,10.3,4009.81,10454.66,30489.81,Baixa,175,79%,Global Wings International,Internacional,A350
4700,2023-07-07,SSA,EZE,10.2,6127.2,20545.29,33996.78,Alta,64,72%,Global Wings International,Internacional,A330
4701,2024-12-03,CNF,GRU,3.4,1555.24,4232.36,7970.04,Alta,78,78%,Global Wings International,Doméstico,B777
4702,2022-10-13,GIG,MIA,7.6,2806.65,7769.84,20645.45,Baixa,36,79%,Global Wings International,Internacional,B777
4703,2019-10-11,GRU,SCL,6.2,2197.06,7136.61,13379.12,Baixa,25,72%,Global Wings International,Internacional,A330
4704,2019-03-23,GIG,MAD,10.6,6184.53,16457.63,35979.5,Baixa,86,85%,Global Wings International,Internacional,B777
4705,2021-12-15,CNF,MIA,11.5,6164.81,15603.22,34077.53,Alta,57,30%,Global Wings International,Internacional,A350
4706,2021-10-14,BSB,MIA,6.5,1539.42,5215.14,8361.64,Baixa,107,35%,Global Wings International,Internacional,B777
4707,2019-05-06,BSB,CDG,6.6,2326.31,7209.03,12310.2,Baixa,152,84%,Global Wings International,Internacional,A330
4708,2023-05-28,REC,PTY,11.2,5943.95,20638.61,46162.79,Baixa,177,76%,Global Wings International,Internacional,B777
4709,2023-10-04,GRU,BSB,3.9,770.12,2463.3,5058.5,Baixa,178,72%,Global Wings International,Doméstico,A330
4710,2023-12-13,CNF,MIA,11.2,6214.17,18011.35,45024.81,Alta,178,74%,Global Wings International,Internacional,B777
4711,2023-07-18,CNF,EZE,9.5,7617.49,21142.97,46969.94,Alta,110,70%,Global Wings International,Internacional,A350
4712,2023-05-17,SSA,LIS,6.5,2672.87,7032.8,17847.58,Baixa,81,84%,Global Wings International,Internacional,B777
4713,2023-09-02,BSB,LHR,9.4,5064.37,13757.46,29459.69,Baixa,8,75%,Global Wings International,Internacional,A350
4714,2023-01-16,FLN,SCL,7.6,7058.9,21613.18,43795.0,Alta,85,85%,Global Wings International,Internacional,B787
4715,2019-12-06,BSB,LIS,9.2,9540.78,30075.22,56631.93,Alta,115,72%,Global Wings International,Internacional,B777
4716,2024-06-25,GRU,POA,3.2,1095.13,2906.01,8019.37,Alta,120,76%,Global Wings International,Doméstico,A330
4717,2023-01-22,FOR,JFK,7.1,5304.47,15831.71,26524.55,Alta,135,80%,Global Wings International,Internacional,B787
4718,2024-12-01,GIG,PTY,12.0,12784.52,43732.79,100400.67,Alta,174,77%,Global Wings International,Internacional,B777
4719,2021-12-03,GIG,FCO,10.0,5480.78,15931.54,42520.51,Alta,97,30%,Global Wings International,Internacional,A330
4720,2023-09-27,GIG,CDG,6.5,2453.7,7406.78,18950.31,Baixa,28,85%,Global Wings International,Internacional,B787
4721,2019-09-24,FOR,CNF,2.4,585.97,1832.4,4409.34,Baixa,24,80%,Global Wings International,Doméstico,A350
4722,2023-09-28,GIG,LIS,6.9,4046.27,12733.73,23720.0,Baixa,34,82%,Global Wings International,Internacional,A330
4723,2019-03-08,GIG,FCO,10.7,5181.03,14055.21,38042.79,Baixa,111,76%,Global Wings International,Internacional,A330
4724,2020-01-28,POA,LIS,6.1,1808.55,6001.02,9354.56,Alta,102,25%,Global Wings International,Internacional,B787
4725,2023-08-15,GRU,SCL,7.9,5229.06,15852.55,32712.13,Média,162,82%,Global Wings International,Internacional,A350
4726,2024-08-06,FOR,GIG,1.6,537.15,1359.63,4071.93,Média,150,84%,Global Wings International,Doméstico,A330
4727,2019-08-14,GRU,LIS,8.3,6166.1,18068.76,33739.23,Média,88,81%,Global Wings International,Internacional,A350
4728,2022-11-19,FOR,GIG,2.6,1064.72,3259.63,6022.88,Média,172,80%,Global Wings International,Doméstico,B787
4729,2019-04-04,FLN,MAD,12.0,4500.72,13385.84,33268.64,Baixa,14,70%,Global Wings International,Internacional,A350
4730,2023-08-25,FOR,BSB,3.9,1950.84,5637.79,13489.12,Média,15,74%,Global Wings International,Doméstico,B787
4731,2024-04-03,FLN,LHR,6.9,2932.63,8144.52,22169.19,Baixa,111,80%,Global Wings International,Internacional,B777
4732,2021-12-10,REC,FCO,11.0,4423.78,14252.72,27768.0,Alta,57,48%,Global Wings International,Internacional,A350
4733,2022-03-08,BSB,SCL,9.3,3417.25,8880.86,20983.62,Baixa,37,78%,Global Wings International,Internacional,B787
4734,2023-05-12,FLN,FOR,3.5,667.1,1921.36,3536.33,Baixa,65,74%,Global Wings International,Doméstico,A330
4735,2020-03-26,CNF,PTY,10.0,1731.9,4473.77,13684.1,Baixa,42,30%,Global Wings International,Internacional,A350
4736,2023-11-15,SSA,CNF,2.3,1109.84,3722.09,6309.69,Média,36,76%,Global Wings International,Doméstico,A330
4737,2024-03-06,GRU,FCO,10.0,5880.82,20557.95,46231.39,Baixa,39,72%,Global Wings International,Internacional,A350
4738,2023-11-08,POA,CNF,2.3,763.41,2387.64,4027.69,Média,117,73%,Global Wings International,Doméstico,A350
4739,2022-08-12,SSA,CDG,9.1,5551.12,18817.81,33453.89,Média,27,78%,Global Wings International,Internacional,B787
4740,2023-07-12,GRU,FCO,6.5,6371.86,16626.96,39905.47,Alta,95,73%,Global Wings International,Internacional,B787
4741,2022-07-19,CNF,EZE,9.1,9366.53,29167.03,54528.65,Alta,106,83%,Global Wings International,Internacional,B787
4742,2024-10-07,POA,EZE,6.5,3300.29,9008.09,17364.05,Baixa,173,77%,Global Wings International,Internacional,B777
4743,2024-09-04,SSA,EZE,8.8,3185.14,10641.34,24124.74,Baixa,35,80%,Global Wings International,Internacional,B787
4744,2022-10-19,SSA,EZE,12.0,4201.39,12894.77,30935.78,Baixa,114,71%,Global Wings International,Internacional,B787
4745,2024-03-03,CNF,JFK,7.8,4200.81,13039.06,30135.84,Baixa,11,79%,Global Wings International,Internacional,A350
4746,2023-03-08,REC,JFK,8.3,3873.89,10718.17,24118.36,Baixa,39,74%,Global Wings International,Internacional,B787
